"category","horizon","shock","crisis_type","beta","se","ci_lo","ci_hi","delta","se_delta","p_delta"
"Trigger (S-pandemic)",6,"S_pandemic_Gtrends","Pandemic",-0.0717034567422102,0.0236087928566465,-0.117976690741237,-0.0254302227431831,-0.146738330689575,0.0392783964638561,0.000187079645427899
"Trigger (S-pandemic)",6,"S_pandemic_Gtrends","Climate",0.294846352543242,0.239566326266567,-0.174703646939229,0.764396352025712,0.219811478595876,0.239259068106747,0.358243385233482
"Trigger (S-pandemic)",6,"S_pandemic_Gtrends","Geopolitical",0.395206325307408,0.489924461607674,-0.565045619443633,1.35545827005845,0.320171451360043,0.489215164204188,0.512815891094983
"Trigger (S-pandemic)",7,"S_pandemic_Gtrends","Calm",0.00371391672695076,0.027158787507548,-0.0495173067878434,0.0569451402417449,NA,NA,NA
"Trigger (S-pandemic)",7,"S_pandemic_Gtrends","Pandemic",-0.0760747692393509,0.0226217507480463,-0.120413400705522,-0.0317361377731801,-0.0797886859663016,0.0381865974306562,0.0366679409729829
"Trigger (S-pandemic)",7,"S_pandemic_Gtrends","Climate",-0.185235304743372,0.206121487496419,-0.589233420236353,0.218762810749608,-0.188949221470323,0.206612758776254,0.360449466067492
"Trigger (S-pandemic)",7,"S_pandemic_Gtrends","Geopolitical",0.290355514905738,0.428652191046755,-0.549802779545901,1.13051380935738,0.286641598178787,0.428197063137238,0.503230694629176
"Trigger (S-pandemic)",8,"S_pandemic_Gtrends","Calm",0.0882237507923877,0.0362568620771782,0.0171603011211184,0.159287200463657,NA,NA,NA
"Trigger (S-pandemic)",8,"S_pandemic_Gtrends","Pandemic",-0.0931423108732359,0.0254443953375222,-0.143013325734779,-0.0432712960116924,-0.181366061665624,0.0480513698846185,0.000160380227905877
"Trigger (S-pandemic)",8,"S_pandemic_Gtrends","Climate",0.0091705118736711,0.205536048672904,-0.39368014352522,0.412021167272562,-0.0790532389187166,0.205768046130847,0.700840463072467
"Trigger (S-pandemic)",8,"S_pandemic_Gtrends","Geopolitical",0.661498516163298,0.36620428555143,-0.0562618835175045,1.3792589158441,0.573274765370911,0.364410338541979,0.115682411780331
"Trigger (S-pandemic)",9,"S_pandemic_Gtrends","Calm",0.134302456030983,0.0408007386098173,0.0543330083557412,0.214271903706225,NA,NA,NA
"Trigger (S-pandemic)",9,"S_pandemic_Gtrends","Pandemic",-0.0998547724049934,0.0259804374554061,-0.150776429817589,-0.0489331149923974,-0.234157228435976,0.0522829281905665,0.00000751146125399986
"Trigger (S-pandemic)",9,"S_pandemic_Gtrends","Climate",-0.0539418914902439,0.128487115637615,-0.30577663813997,0.197892855159482,-0.188244347521227,0.128565272419791,0.143141274139877
"Trigger (S-pandemic)",9,"S_pandemic_Gtrends","Geopolitical",0.531082712017921,0.371012352782897,-0.196101499436557,1.2582669234724,0.396780255986938,0.36800874454518,0.280952722852251
"Trigger (S-pandemic)",10,"S_pandemic_Gtrends","Calm",0.124269628405981,0.0384134158660598,0.048979333308504,0.199559923503458,NA,NA,NA
