"city","episode_start","first_cross_date","lead_time_days","detected"
"São Miguel do Oeste",2025-02-17,2025-02-05,12,TRUE
"São Miguel do Oeste",2025-03-04,2025-02-21,11,TRUE
"São Miguel do Oeste",2025-03-12,NA,NA,FALSE
"São Miguel do Oeste",2025-03-17,NA,NA,FALSE
"São Miguel do Oeste",2025-03-24,2025-03-19,5,TRUE
"São Miguel do Oeste",2025-03-26,2025-03-19,7,TRUE
"São Miguel do Oeste",2025-04-01,2025-03-19,13,TRUE
"São Miguel do Oeste",2025-04-14,2025-04-09,5,TRUE
"São Miguel do Oeste",2025-04-21,2025-04-09,12,TRUE
"São Miguel do Oeste",2025-04-28,2025-04-17,11,TRUE
"São Miguel do Oeste",2025-05-05,2025-04-23,12,TRUE
"São Miguel do Oeste",2025-05-07,2025-04-23,14,TRUE
"São Miguel do Oeste",2025-05-19,2025-05-07,12,TRUE
"São Miguel do Oeste",2025-05-26,2025-05-24,2,TRUE
"São Miguel do Oeste",2025-05-28,2025-05-24,4,TRUE
"São Miguel do Oeste",2025-06-09,2025-05-31,9,TRUE
"São Miguel do Oeste",2025-06-12,2025-05-31,12,TRUE
"São Miguel do Oeste",2025-06-15,2025-06-04,11,TRUE
"São Miguel do Oeste",2025-06-23,NA,NA,FALSE
"São Miguel do Oeste",2025-07-15,NA,NA,FALSE
"São Miguel do Oeste",2025-07-21,NA,NA,FALSE
"São Miguel do Oeste",2025-08-01,NA,NA,FALSE
"São Miguel do Oeste",2025-08-18,NA,NA,FALSE
"São Miguel do Oeste",2025-09-01,NA,NA,FALSE
"São Miguel do Oeste",2025-09-15,NA,NA,FALSE
"São Miguel do Oeste",2025-10-01,NA,NA,FALSE
"São Miguel do Oeste",2025-11-28,NA,NA,FALSE
"São Miguel do Oeste",2025-12-22,2025-12-20,2,TRUE
"São Miguel do Oeste",2025-12-30,2025-12-20,10,TRUE
"Xanxerê",2020-01-25,NA,NA,FALSE
"Xanxerê",2020-03-17,2020-03-06,11,TRUE
"Xanxerê",2020-05-02,2020-04-22,10,TRUE
"Xanxerê",2020-09-05,2020-08-23,13,TRUE
"Xanxerê",2020-12-23,2020-12-17,6,TRUE
"Xanxerê",2021-06-25,NA,NA,FALSE
"Xanxerê",2021-08-05,NA,NA,FALSE
"Xanxerê",2021-08-17,NA,NA,FALSE
"Xanxerê",2021-08-31,2021-08-27,4,TRUE
"Xanxerê",2021-10-30,2021-10-16,14,TRUE
"Xanxerê",2021-12-23,2021-12-21,2,TRUE
"Xanxerê",2022-05-28,NA,NA,FALSE
"Xanxerê",2022-07-09,2022-07-08,1,TRUE
"Xanxerê",2022-07-30,2022-07-17,13,TRUE
"Xanxerê",2022-08-27,2022-08-18,9,TRUE
"Xanxerê",2022-10-29,2022-10-19,10,TRUE
"Xanxerê",2022-12-22,2022-12-08,14,TRUE
"Xanxerê",2022-12-26,2022-12-20,6,TRUE
"Xanxerê",2023-01-17,2023-01-06,11,TRUE
"Xanxerê",2024-07-31,NA,NA,FALSE
"Xanxerê",2024-08-30,2024-08-21,9,TRUE
"Xanxerê",2024-11-21,NA,NA,FALSE
"Xanxerê",2025-04-16,2025-04-09,7,TRUE
"Xanxerê",2025-06-09,2025-05-31,9,TRUE
"Xanxerê",2025-12-29,2025-12-20,9,TRUE
