date;city;Pandemic_severity_index
28/01/2022;Chapecó;2
28/01/2022;Lages;2
28/01/2022;Caçador;2
28/01/2022;Araranguá;2
28/01/2022;Indaial;1
28/01/2022;Xanxerê;1
28/01/2022;São Miguel do Oeste;1
28/01/2022;Laguna;2
28/01/2022;Curitibanos;2
28/01/2022;Rio Negrinho;2
28/01/2022;Campos Novos;2
28/01/2022;Itapoá;2
28/01/2022;Joaçaba;2
29/01/2022;Florianópolis;2
29/01/2022;Itajaí;2
29/01/2022;Chapecó;2
29/01/2022;Lages;2
29/01/2022;Caçador;2
29/01/2022;Araranguá;2
29/01/2022;Indaial;2
29/01/2022;Xanxerê;2
29/01/2022;São Miguel do Oeste;1
29/01/2022;Laguna;2
29/01/2022;Curitibanos;2
29/01/2022;Rio Negrinho;2
29/01/2022;Campos Novos;2
29/01/2022;Itapoá;2
29/01/2022;Joaçaba;2
30/01/2022;Florianópolis;2
30/01/2022;Itajaí;2
30/01/2022;Chapecó;2
30/01/2022;Lages;2
30/01/2022;Caçador;2
30/01/2022;Araranguá;2
30/01/2022;Indaial;2
30/01/2022;Xanxerê;2
30/01/2022;São Miguel do Oeste;1
30/01/2022;Laguna;2
30/01/2022;Curitibanos;2
30/01/2022;Rio Negrinho;2
30/01/2022;Campos Novos;2
30/01/2022;Itapoá;2
30/01/2022;Joaçaba;2
31/01/2022;Florianópolis;2
31/01/2022;Itajaí;2
31/01/2022;Chapecó;2
31/01/2022;Lages;2
31/01/2022;Caçador;2
31/01/2022;Araranguá;2
31/01/2022;Indaial;2
31/01/2022;Xanxerê;2
31/01/2022;São Miguel do Oeste;1
31/01/2022;Laguna;2
31/01/2022;Curitibanos;2
31/01/2022;Rio Negrinho;2
31/01/2022;Campos Novos;2
31/01/2022;Itapoá;2
31/01/2022;Joaçaba;2
01/02/2022;Florianópolis;2
01/02/2022;Itajaí;2
01/02/2022;Chapecó;2
01/02/2022;Lages;2
01/02/2022;Caçador;2
01/02/2022;Araranguá;2
01/02/2022;Indaial;2
01/02/2022;Xanxerê;2
01/02/2022;São Miguel do Oeste;1
01/02/2022;Laguna;2
01/02/2022;Curitibanos;2
01/02/2022;Rio Negrinho;2
01/02/2022;Campos Novos;2
01/02/2022;Itapoá;2
01/02/2022;Joaçaba;2
02/02/2022;Florianópolis;2
02/02/2022;Itajaí;2
02/02/2022;Chapecó;2
02/02/2022;Lages;2
02/02/2022;Caçador;2
02/02/2022;Araranguá;2
02/02/2022;Indaial;2
02/02/2022;Xanxerê;2
02/02/2022;São Miguel do Oeste;1
02/02/2022;Laguna;2
02/02/2022;Curitibanos;2
02/02/2022;Rio Negrinho;2
02/02/2022;Campos Novos;2
02/02/2022;Itapoá;2
02/02/2022;Joaçaba;2
03/02/2022;Florianópolis;2
03/02/2022;Itajaí;2
03/02/2022;Chapecó;2
03/02/2022;Lages;2
03/02/2022;Caçador;2
03/02/2022;Araranguá;2
03/02/2022;Indaial;2
03/02/2022;Xanxerê;2
03/02/2022;São Miguel do Oeste;1
03/02/2022;Laguna;2
03/02/2022;Curitibanos;2
03/02/2022;Rio Negrinho;2
03/02/2022;Campos Novos;2
03/02/2022;Itapoá;2
03/02/2022;Joaçaba;2
04/02/2022;Florianópolis;2
04/02/2022;Itajaí;2
04/02/2022;Chapecó;2
04/02/2022;Lages;2
04/02/2022;Caçador;2
04/02/2022;Araranguá;2
04/02/2022;Indaial;2
04/02/2022;Xanxerê;2
04/02/2022;São Miguel do Oeste;1
04/02/2022;Laguna;2
04/02/2022;Curitibanos;2
04/02/2022;Rio Negrinho;2
04/02/2022;Campos Novos;2
04/02/2022;Itapoá;2
04/02/2022;Joaçaba;2
05/02/2022;Florianópolis;2
05/02/2022;Itajaí;2
05/02/2022;Chapecó;2
05/02/2022;Lages;2
05/02/2022;Caçador;2
05/02/2022;Araranguá;2
05/02/2022;Indaial;2
05/02/2022;Xanxerê;2
05/02/2022;São Miguel do Oeste;2
05/02/2022;Laguna;2
05/02/2022;Curitibanos;2
05/02/2022;Rio Negrinho;2
05/02/2022;Campos Novos;2
05/02/2022;Itapoá;2
05/02/2022;Joaçaba;2
06/02/2022;Florianópolis;2
06/02/2022;Itajaí;2
06/02/2022;Chapecó;2
06/02/2022;Lages;2
06/02/2022;Caçador;2
06/02/2022;Araranguá;2
06/02/2022;Indaial;2
06/02/2022;Xanxerê;2
06/02/2022;São Miguel do Oeste;2
06/02/2022;Laguna;2
06/02/2022;Curitibanos;2
06/02/2022;Rio Negrinho;2
06/02/2022;Campos Novos;2
06/02/2022;Itapoá;2
06/02/2022;Joaçaba;2
07/02/2022;Florianópolis;2
07/02/2022;Itajaí;2
07/02/2022;Chapecó;2
07/02/2022;Lages;2
07/02/2022;Caçador;2
07/02/2022;Araranguá;2
07/02/2022;Indaial;2
07/02/2022;Xanxerê;2
07/02/2022;São Miguel do Oeste;2
07/02/2022;Laguna;2
07/02/2022;Curitibanos;2
07/02/2022;Rio Negrinho;2
07/02/2022;Campos Novos;2
07/02/2022;Itapoá;2
07/02/2022;Joaçaba;2
08/02/2022;Florianópolis;2
08/02/2022;Itajaí;2
08/02/2022;Chapecó;2
08/02/2022;Lages;2
08/02/2022;Caçador;2
08/02/2022;Araranguá;2
08/02/2022;Indaial;2
08/02/2022;Xanxerê;2
08/02/2022;São Miguel do Oeste;2
08/02/2022;Laguna;2
08/02/2022;Curitibanos;2
08/02/2022;Rio Negrinho;2
08/02/2022;Campos Novos;2
08/02/2022;Itapoá;2
08/02/2022;Joaçaba;2
09/02/2022;Florianópolis;2
09/02/2022;Itajaí;2
09/02/2022;Chapecó;2
09/02/2022;Lages;2
09/02/2022;Caçador;2
09/02/2022;Araranguá;2
09/02/2022;Indaial;2
09/02/2022;Xanxerê;2
09/02/2022;São Miguel do Oeste;2
09/02/2022;Laguna;2
09/02/2022;Curitibanos;2
09/02/2022;Rio Negrinho;2
09/02/2022;Campos Novos;2
09/02/2022;Itapoá;2
09/02/2022;Joaçaba;2
10/02/2022;Florianópolis;2
10/02/2022;Itajaí;2
10/02/2022;Chapecó;2
10/02/2022;Lages;2
10/02/2022;Caçador;2
10/02/2022;Araranguá;2
10/02/2022;Indaial;2
10/02/2022;Xanxerê;2
10/02/2022;São Miguel do Oeste;2
10/02/2022;Laguna;2
10/02/2022;Curitibanos;2
10/02/2022;Rio Negrinho;2
10/02/2022;Campos Novos;2
10/02/2022;Itapoá;2
10/02/2022;Joaçaba;2
11/02/2022;Florianópolis;2
11/02/2022;Itajaí;2
11/02/2022;Chapecó;2
11/02/2022;Lages;2
11/02/2022;Caçador;2
11/02/2022;Araranguá;2
11/02/2022;Indaial;2
11/02/2022;Xanxerê;2
11/02/2022;São Miguel do Oeste;2
11/02/2022;Laguna;2
11/02/2022;Curitibanos;2
11/02/2022;Rio Negrinho;2
11/02/2022;Campos Novos;2
11/02/2022;Itapoá;2
11/02/2022;Joaçaba;2
12/02/2022;Florianópolis;2
12/02/2022;Itajaí;2
12/02/2022;Chapecó;2
12/02/2022;Lages;2
12/02/2022;Caçador;2
12/02/2022;Araranguá;2
12/02/2022;Indaial;2
12/02/2022;Xanxerê;2
12/02/2022;São Miguel do Oeste;2
12/02/2022;Laguna;1
12/02/2022;Curitibanos;2
12/02/2022;Rio Negrinho;2
12/02/2022;Campos Novos;2
12/02/2022;Itapoá;2
12/02/2022;Joaçaba;2
13/02/2022;Florianópolis;2
13/02/2022;Itajaí;2
13/02/2022;Chapecó;2
13/02/2022;Lages;2
13/02/2022;Caçador;2
13/02/2022;Araranguá;2
13/02/2022;Indaial;2
13/02/2022;Xanxerê;2
13/02/2022;São Miguel do Oeste;2
13/02/2022;Laguna;1
13/02/2022;Curitibanos;2
13/02/2022;Rio Negrinho;2
13/02/2022;Campos Novos;2
13/02/2022;Itapoá;2
13/02/2022;Joaçaba;2
14/02/2022;Florianópolis;2
14/02/2022;Itajaí;2
14/02/2022;Chapecó;2
14/02/2022;Lages;2
14/02/2022;Caçador;2
14/02/2022;Araranguá;2
14/02/2022;Indaial;2
14/02/2022;Xanxerê;2
14/02/2022;São Miguel do Oeste;2
14/02/2022;Laguna;1
14/02/2022;Curitibanos;2
14/02/2022;Rio Negrinho;2
14/02/2022;Campos Novos;2
14/02/2022;Itapoá;2
14/02/2022;Joaçaba;2
15/02/2022;Florianópolis;2
15/02/2022;Itajaí;2
15/02/2022;Chapecó;2
15/02/2022;Lages;2
15/02/2022;Caçador;2
15/02/2022;Araranguá;2
15/02/2022;Indaial;2
15/02/2022;Xanxerê;2
15/02/2022;São Miguel do Oeste;2
15/02/2022;Laguna;1
15/02/2022;Curitibanos;2
15/02/2022;Rio Negrinho;2
15/02/2022;Campos Novos;2
15/02/2022;Itapoá;2
15/02/2022;Joaçaba;2
16/02/2022;Florianópolis;2
16/02/2022;Itajaí;2
16/02/2022;Chapecó;2
16/02/2022;Lages;2
16/02/2022;Caçador;2
16/02/2022;Araranguá;2
16/02/2022;Indaial;2
16/02/2022;Xanxerê;2
16/02/2022;São Miguel do Oeste;2
16/02/2022;Laguna;1
16/02/2022;Curitibanos;2
16/02/2022;Rio Negrinho;2
16/02/2022;Campos Novos;2
16/02/2022;Itapoá;2
16/02/2022;Joaçaba;2
17/02/2022;Florianópolis;2
17/02/2022;Itajaí;2
17/02/2022;Chapecó;2
17/02/2022;Lages;2
17/02/2022;Caçador;2
17/02/2022;Araranguá;2
17/02/2022;Indaial;2
17/02/2022;Xanxerê;2
17/02/2022;São Miguel do Oeste;2
17/02/2022;Laguna;1
17/02/2022;Curitibanos;2
17/02/2022;Rio Negrinho;2
17/02/2022;Campos Novos;2
17/02/2022;Itapoá;2
17/02/2022;Joaçaba;2
18/02/2022;Florianópolis;2
18/02/2022;Itajaí;2
18/02/2022;Chapecó;2
18/02/2022;Lages;2
18/02/2022;Caçador;2
18/02/2022;Araranguá;2
18/02/2022;Indaial;2
18/02/2022;Xanxerê;2
18/02/2022;São Miguel do Oeste;2
18/02/2022;Laguna;1
18/02/2022;Curitibanos;2
18/02/2022;Rio Negrinho;2
18/02/2022;Campos Novos;2
18/02/2022;Itapoá;2
18/02/2022;Joaçaba;2
19/02/2022;Florianópolis;1
19/02/2022;Itajaí;2
19/02/2022;Chapecó;2
19/02/2022;Lages;2
19/02/2022;Caçador;1
19/02/2022;Araranguá;2
19/02/2022;Indaial;2
19/02/2022;Xanxerê;2
19/02/2022;São Miguel do Oeste;2
19/02/2022;Laguna;1
19/02/2022;Curitibanos;1
19/02/2022;Rio Negrinho;2
19/02/2022;Campos Novos;2
19/02/2022;Itapoá;2
19/02/2022;Joaçaba;2
20/02/2022;Florianópolis;1
20/02/2022;Itajaí;2
20/02/2022;Chapecó;2
20/02/2022;Lages;2
20/02/2022;Caçador;1
20/02/2022;Araranguá;2
20/02/2022;Indaial;2
20/02/2022;Xanxerê;2
20/02/2022;São Miguel do Oeste;2
20/02/2022;Laguna;1
20/02/2022;Curitibanos;1
20/02/2022;Rio Negrinho;2
20/02/2022;Campos Novos;2
20/02/2022;Itapoá;2
20/02/2022;Joaçaba;2
21/02/2022;Florianópolis;1
21/02/2022;Itajaí;2
21/02/2022;Chapecó;2
21/02/2022;Lages;2
21/02/2022;Caçador;1
21/02/2022;Araranguá;2
21/02/2022;Indaial;2
21/02/2022;Xanxerê;2
21/02/2022;São Miguel do Oeste;2
21/02/2022;Laguna;1
21/02/2022;Curitibanos;1
21/02/2022;Rio Negrinho;2
21/02/2022;Campos Novos;2
21/02/2022;Itapoá;2
21/02/2022;Joaçaba;2
22/02/2022;Florianópolis;1
22/02/2022;Itajaí;2
22/02/2022;Chapecó;2
22/02/2022;Lages;2
22/02/2022;Caçador;1
22/02/2022;Araranguá;2
22/02/2022;Indaial;2
22/02/2022;Xanxerê;2
22/02/2022;São Miguel do Oeste;2
22/02/2022;Laguna;1
22/02/2022;Curitibanos;1
22/02/2022;Rio Negrinho;2
22/02/2022;Campos Novos;2
22/02/2022;Itapoá;2
22/02/2022;Joaçaba;2
23/02/2022;Florianópolis;1
23/02/2022;Itajaí;2
23/02/2022;Chapecó;2
23/02/2022;Lages;2
23/02/2022;Caçador;1
23/02/2022;Araranguá;2
23/02/2022;Indaial;2
23/02/2022;Xanxerê;2
23/02/2022;São Miguel do Oeste;2
23/02/2022;Laguna;1
23/02/2022;Curitibanos;1
23/02/2022;Rio Negrinho;2
23/02/2022;Campos Novos;2
23/02/2022;Itapoá;2
23/02/2022;Joaçaba;2
24/02/2022;Florianópolis;1
24/02/2022;Itajaí;2
24/02/2022;Chapecó;2
24/02/2022;Lages;2
24/02/2022;Caçador;1
24/02/2022;Araranguá;2
24/02/2022;Indaial;2
24/02/2022;Xanxerê;2
24/02/2022;São Miguel do Oeste;2
24/02/2022;Laguna;1
24/02/2022;Curitibanos;1
24/02/2022;Rio Negrinho;2
24/02/2022;Campos Novos;2
24/02/2022;Itapoá;2
24/02/2022;Joaçaba;2
25/02/2022;Florianópolis;1
25/02/2022;Itajaí;2
25/02/2022;Chapecó;2
25/02/2022;Lages;2
25/02/2022;Caçador;1
25/02/2022;Araranguá;2
25/02/2022;Indaial;2
25/02/2022;Xanxerê;2
25/02/2022;São Miguel do Oeste;2
25/02/2022;Laguna;1
25/02/2022;Curitibanos;1
25/02/2022;Rio Negrinho;2
25/02/2022;Campos Novos;2
25/02/2022;Itapoá;2
25/02/2022;Joaçaba;2
26/02/2022;Florianópolis;2
26/02/2022;Itajaí;1
26/02/2022;Chapecó;2
26/02/2022;Lages;2
26/02/2022;Caçador;2
26/02/2022;Araranguá;2
26/02/2022;Indaial;3
26/02/2022;Xanxerê;2
26/02/2022;São Miguel do Oeste;2
26/02/2022;Laguna;2
26/02/2022;Curitibanos;2
26/02/2022;Rio Negrinho;2
26/02/2022;Campos Novos;2
26/02/2022;Itapoá;2
26/02/2022;Joaçaba;2
27/02/2022;Florianópolis;2
27/02/2022;Itajaí;1
27/02/2022;Chapecó;2
27/02/2022;Lages;2
27/02/2022;Caçador;2
27/02/2022;Araranguá;2
27/02/2022;Indaial;3
27/02/2022;Xanxerê;2
27/02/2022;São Miguel do Oeste;2
27/02/2022;Laguna;2
27/02/2022;Curitibanos;2
27/02/2022;Rio Negrinho;2
27/02/2022;Campos Novos;2
27/02/2022;Itapoá;2
27/02/2022;Joaçaba;2
28/02/2022;Florianópolis;2
28/02/2022;Itajaí;1
28/02/2022;Chapecó;2
28/02/2022;Lages;2
28/02/2022;Caçador;2
28/02/2022;Araranguá;2
28/02/2022;Indaial;3
28/02/2022;Xanxerê;2
28/02/2022;São Miguel do Oeste;2
28/02/2022;Laguna;2
28/02/2022;Curitibanos;2
28/02/2022;Rio Negrinho;2
28/02/2022;Campos Novos;2
28/02/2022;Itapoá;2
28/02/2022;Joaçaba;2
01/03/2022;Florianópolis;2
01/03/2022;Itajaí;1
01/03/2022;Chapecó;2
01/03/2022;Lages;2
01/03/2022;Caçador;2
01/03/2022;Araranguá;2
01/03/2022;Indaial;3
01/03/2022;Xanxerê;2
01/03/2022;São Miguel do Oeste;2
01/03/2022;Laguna;2
01/03/2022;Curitibanos;2
01/03/2022;Rio Negrinho;2
01/03/2022;Campos Novos;2
01/03/2022;Itapoá;2
01/03/2022;Joaçaba;2
02/03/2022;Florianópolis;2
02/03/2022;Itajaí;1
02/03/2022;Chapecó;2
02/03/2022;Lages;2
02/03/2022;Caçador;2
02/03/2022;Araranguá;2
02/03/2022;Indaial;3
02/03/2022;Xanxerê;2
02/03/2022;São Miguel do Oeste;2
02/03/2022;Laguna;2
02/03/2022;Curitibanos;2
02/03/2022;Rio Negrinho;2
02/03/2022;Campos Novos;2
02/03/2022;Itapoá;2
02/03/2022;Joaçaba;2
03/03/2022;Florianópolis;2
03/03/2022;Itajaí;1
03/03/2022;Chapecó;2
03/03/2022;Lages;2
03/03/2022;Caçador;2
03/03/2022;Araranguá;2
03/03/2022;Indaial;3
03/03/2022;Xanxerê;2
03/03/2022;São Miguel do Oeste;2
03/03/2022;Laguna;2
03/03/2022;Curitibanos;2
03/03/2022;Rio Negrinho;2
03/03/2022;Campos Novos;2
03/03/2022;Itapoá;2
03/03/2022;Joaçaba;2
04/03/2022;Florianópolis;2
04/03/2022;Itajaí;1
04/03/2022;Chapecó;2
04/03/2022;Lages;2
04/03/2022;Caçador;2
04/03/2022;Araranguá;2
04/03/2022;Indaial;3
04/03/2022;Xanxerê;2
04/03/2022;São Miguel do Oeste;2
04/03/2022;Laguna;2
04/03/2022;Curitibanos;2
04/03/2022;Rio Negrinho;2
04/03/2022;Campos Novos;2
04/03/2022;Itapoá;2
04/03/2022;Joaçaba;2
05/03/2022;Florianópolis;2
05/03/2022;Itajaí;1
05/03/2022;Chapecó;2
05/03/2022;Lages;2
05/03/2022;Caçador;2
05/03/2022;Araranguá;2
05/03/2022;Indaial;2
05/03/2022;Xanxerê;2
05/03/2022;São Miguel do Oeste;2
05/03/2022;Laguna;1
05/03/2022;Curitibanos;2
05/03/2022;Rio Negrinho;2
05/03/2022;Campos Novos;2
05/03/2022;Itapoá;2
05/03/2022;Joaçaba;2
06/03/2022;Florianópolis;2
06/03/2022;Itajaí;1
06/03/2022;Chapecó;2
06/03/2022;Lages;2
06/03/2022;Caçador;2
06/03/2022;Araranguá;2
06/03/2022;Indaial;2
06/03/2022;Xanxerê;2
06/03/2022;São Miguel do Oeste;2
06/03/2022;Laguna;1
06/03/2022;Curitibanos;2
06/03/2022;Rio Negrinho;2
06/03/2022;Campos Novos;2
06/03/2022;Itapoá;2
06/03/2022;Joaçaba;2
07/03/2022;Florianópolis;2
07/03/2022;Itajaí;1
07/03/2022;Chapecó;2
07/03/2022;Lages;2
07/03/2022;Caçador;2
07/03/2022;Araranguá;2
07/03/2022;Indaial;2
07/03/2022;Xanxerê;2
07/03/2022;São Miguel do Oeste;2
07/03/2022;Laguna;1
07/03/2022;Curitibanos;2
07/03/2022;Rio Negrinho;2
07/03/2022;Campos Novos;2
07/03/2022;Itapoá;2
07/03/2022;Joaçaba;2
08/03/2022;Florianópolis;2
08/03/2022;Itajaí;1
08/03/2022;Chapecó;2
08/03/2022;Lages;2
08/03/2022;Caçador;2
08/03/2022;Araranguá;2
08/03/2022;Indaial;2
08/03/2022;Xanxerê;2
08/03/2022;São Miguel do Oeste;2
08/03/2022;Laguna;1
08/03/2022;Curitibanos;2
08/03/2022;Rio Negrinho;2
08/03/2022;Campos Novos;2
08/03/2022;Itapoá;2
08/03/2022;Joaçaba;2
09/03/2022;Florianópolis;2
09/03/2022;Itajaí;1
09/03/2022;Chapecó;2
09/03/2022;Lages;2
09/03/2022;Caçador;2
09/03/2022;Araranguá;2
09/03/2022;Indaial;2
09/03/2022;Xanxerê;2
09/03/2022;São Miguel do Oeste;2
09/03/2022;Laguna;1
09/03/2022;Curitibanos;2
09/03/2022;Rio Negrinho;2
09/03/2022;Campos Novos;2
09/03/2022;Itapoá;2
09/03/2022;Joaçaba;2
10/03/2022;Florianópolis;2
10/03/2022;Itajaí;1
10/03/2022;Chapecó;2
10/03/2022;Lages;2
10/03/2022;Caçador;2
10/03/2022;Araranguá;2
10/03/2022;Indaial;2
10/03/2022;Xanxerê;2
10/03/2022;São Miguel do Oeste;2
10/03/2022;Laguna;1
10/03/2022;Curitibanos;2
10/03/2022;Rio Negrinho;2
10/03/2022;Campos Novos;2
10/03/2022;Itapoá;2
10/03/2022;Joaçaba;2
11/03/2022;Florianópolis;2
11/03/2022;Itajaí;1
11/03/2022;Chapecó;2
11/03/2022;Lages;2
11/03/2022;Caçador;2
11/03/2022;Araranguá;2
11/03/2022;Indaial;2
11/03/2022;Xanxerê;2
11/03/2022;São Miguel do Oeste;2
11/03/2022;Laguna;1
11/03/2022;Curitibanos;2
11/03/2022;Rio Negrinho;2
11/03/2022;Campos Novos;2
11/03/2022;Itapoá;2
11/03/2022;Joaçaba;2
12/03/2022;Florianópolis;1
12/03/2022;Itajaí;1
12/03/2022;Chapecó;2
12/03/2022;Lages;2
12/03/2022;Caçador;2
12/03/2022;Araranguá;1
12/03/2022;Indaial;2
12/03/2022;Xanxerê;1
12/03/2022;São Miguel do Oeste;2
12/03/2022;Laguna;1
12/03/2022;Curitibanos;2
12/03/2022;Rio Negrinho;2
12/03/2022;Campos Novos;2
12/03/2022;Itapoá;2
12/03/2022;Joaçaba;2
13/03/2022;Florianópolis;1
13/03/2022;Itajaí;1
13/03/2022;Chapecó;2
13/03/2022;Lages;2
13/03/2022;Caçador;2
13/03/2022;Araranguá;1
13/03/2022;Indaial;2
13/03/2022;Xanxerê;1
13/03/2022;São Miguel do Oeste;2
13/03/2022;Laguna;1
13/03/2022;Curitibanos;2
13/03/2022;Rio Negrinho;2
13/03/2022;Campos Novos;2
13/03/2022;Itapoá;2
13/03/2022;Joaçaba;2
14/03/2022;Florianópolis;1
14/03/2022;Itajaí;1
14/03/2022;Chapecó;2
14/03/2022;Lages;2
14/03/2022;Caçador;2
14/03/2022;Araranguá;1
14/03/2022;Indaial;2
14/03/2022;Xanxerê;1
14/03/2022;São Miguel do Oeste;2
14/03/2022;Laguna;1
14/03/2022;Curitibanos;2
14/03/2022;Rio Negrinho;2
14/03/2022;Campos Novos;2
14/03/2022;Itapoá;2
14/03/2022;Joaçaba;2
15/03/2022;Florianópolis;1
15/03/2022;Itajaí;1
15/03/2022;Chapecó;2
15/03/2022;Lages;2
15/03/2022;Caçador;2
15/03/2022;Araranguá;1
15/03/2022;Indaial;2
15/03/2022;Xanxerê;1
15/03/2022;São Miguel do Oeste;2
15/03/2022;Laguna;1
15/03/2022;Curitibanos;2
15/03/2022;Rio Negrinho;2
15/03/2022;Campos Novos;2
15/03/2022;Itapoá;2
15/03/2022;Joaçaba;2
16/03/2022;Florianópolis;1
16/03/2022;Itajaí;1
16/03/2022;Chapecó;2
16/03/2022;Lages;2
16/03/2022;Caçador;2
16/03/2022;Araranguá;1
16/03/2022;Indaial;2
16/03/2022;Xanxerê;1
16/03/2022;São Miguel do Oeste;2
16/03/2022;Laguna;1
16/03/2022;Curitibanos;2
16/03/2022;Rio Negrinho;2
16/03/2022;Campos Novos;2
16/03/2022;Itapoá;2
16/03/2022;Joaçaba;2
17/03/2022;Florianópolis;1
17/03/2022;Itajaí;1
17/03/2022;Chapecó;2
17/03/2022;Lages;2
17/03/2022;Caçador;2
17/03/2022;Araranguá;1
17/03/2022;Indaial;2
17/03/2022;Xanxerê;1
17/03/2022;São Miguel do Oeste;2
17/03/2022;Laguna;1
17/03/2022;Curitibanos;2
17/03/2022;Rio Negrinho;2
17/03/2022;Campos Novos;2
17/03/2022;Itapoá;2
17/03/2022;Joaçaba;2
18/03/2022;Florianópolis;1
18/03/2022;Itajaí;1
18/03/2022;Chapecó;2
18/03/2022;Lages;2
18/03/2022;Caçador;2
18/03/2022;Araranguá;1
18/03/2022;Indaial;2
18/03/2022;Xanxerê;1
18/03/2022;São Miguel do Oeste;2
18/03/2022;Laguna;1
18/03/2022;Curitibanos;2
18/03/2022;Rio Negrinho;2
18/03/2022;Campos Novos;2
18/03/2022;Itapoá;2
18/03/2022;Joaçaba;2
19/03/2022;Florianópolis;1
19/03/2022;Itajaí;1
19/03/2022;Chapecó;1
19/03/2022;Lages;1
19/03/2022;Caçador;1
19/03/2022;Araranguá;1
19/03/2022;Indaial;1
19/03/2022;Xanxerê;1
19/03/2022;São Miguel do Oeste;1
19/03/2022;Laguna;1
19/03/2022;Curitibanos;1
19/03/2022;Rio Negrinho;1
19/03/2022;Campos Novos;1
19/03/2022;Itapoá;2
19/03/2022;Joaçaba;1
20/03/2022;Florianópolis;1
20/03/2022;Itajaí;1
20/03/2022;Chapecó;1
20/03/2022;Lages;1
20/03/2022;Caçador;1
20/03/2022;Araranguá;1
20/03/2022;Indaial;1
20/03/2022;Xanxerê;1
20/03/2022;São Miguel do Oeste;1
20/03/2022;Laguna;1
20/03/2022;Curitibanos;1
20/03/2022;Rio Negrinho;1
20/03/2022;Campos Novos;1
20/03/2022;Itapoá;2
20/03/2022;Joaçaba;1
21/03/2022;Florianópolis;1
21/03/2022;Itajaí;1
21/03/2022;Chapecó;1
21/03/2022;Lages;1
21/03/2022;Caçador;1
21/03/2022;Araranguá;1
21/03/2022;Indaial;1
21/03/2022;Xanxerê;1
21/03/2022;São Miguel do Oeste;1
21/03/2022;Laguna;1
21/03/2022;Curitibanos;1
21/03/2022;Rio Negrinho;1
21/03/2022;Campos Novos;1
21/03/2022;Itapoá;2
21/03/2022;Joaçaba;1
22/03/2022;Florianópolis;1
22/03/2022;Itajaí;1
22/03/2022;Chapecó;1
22/03/2022;Lages;1
22/03/2022;Caçador;1
22/03/2022;Araranguá;1
22/03/2022;Indaial;1
22/03/2022;Xanxerê;1
22/03/2022;São Miguel do Oeste;1
22/03/2022;Laguna;1
22/03/2022;Curitibanos;1
22/03/2022;Rio Negrinho;1
22/03/2022;Campos Novos;1
22/03/2022;Itapoá;2
22/03/2022;Joaçaba;1
23/03/2022;Florianópolis;1
23/03/2022;Itajaí;1
23/03/2022;Chapecó;1
23/03/2022;Lages;1
23/03/2022;Caçador;1
23/03/2022;Araranguá;1
23/03/2022;Indaial;1
23/03/2022;Xanxerê;1
23/03/2022;São Miguel do Oeste;1
23/03/2022;Laguna;1
23/03/2022;Curitibanos;1
23/03/2022;Rio Negrinho;1
23/03/2022;Campos Novos;1
23/03/2022;Itapoá;2
23/03/2022;Joaçaba;1
24/03/2022;Florianópolis;1
24/03/2022;Itajaí;1
24/03/2022;Chapecó;1
24/03/2022;Lages;1
24/03/2022;Caçador;1
24/03/2022;Araranguá;1
24/03/2022;Indaial;1
24/03/2022;Xanxerê;1
24/03/2022;São Miguel do Oeste;1
24/03/2022;Laguna;1
24/03/2022;Curitibanos;1
24/03/2022;Rio Negrinho;1
24/03/2022;Campos Novos;1
24/03/2022;Itapoá;2
24/03/2022;Joaçaba;1
25/03/2022;Florianópolis;1
25/03/2022;Itajaí;1
25/03/2022;Chapecó;1
25/03/2022;Lages;1
25/03/2022;Caçador;1
25/03/2022;Araranguá;1
25/03/2022;Indaial;1
25/03/2022;Xanxerê;1
25/03/2022;São Miguel do Oeste;1
25/03/2022;Laguna;1
25/03/2022;Curitibanos;1
25/03/2022;Rio Negrinho;1
25/03/2022;Campos Novos;1
25/03/2022;Itapoá;2
25/03/2022;Joaçaba;1
26/03/2022;Florianópolis;1
26/03/2022;Itajaí;1
26/03/2022;Chapecó;1
26/03/2022;Lages;1
26/03/2022;Caçador;1
26/03/2022;Araranguá;1
26/03/2022;Indaial;1
26/03/2022;Xanxerê;1
26/03/2022;São Miguel do Oeste;1
26/03/2022;Laguna;1
26/03/2022;Curitibanos;1
26/03/2022;Rio Negrinho;1
26/03/2022;Campos Novos;1
26/03/2022;Itapoá;2
26/03/2022;Joaçaba;1
27/03/2022;Florianópolis;1
27/03/2022;Itajaí;1
27/03/2022;Chapecó;1
27/03/2022;Lages;1
27/03/2022;Caçador;1
27/03/2022;Araranguá;1
27/03/2022;Indaial;1
27/03/2022;Xanxerê;1
27/03/2022;São Miguel do Oeste;1
27/03/2022;Laguna;1
27/03/2022;Curitibanos;1
27/03/2022;Rio Negrinho;1
27/03/2022;Campos Novos;1
27/03/2022;Itapoá;2
27/03/2022;Joaçaba;1
28/03/2022;Florianópolis;1
28/03/2022;Itajaí;1
28/03/2022;Chapecó;1
28/03/2022;Lages;1
28/03/2022;Caçador;1
28/03/2022;Araranguá;1
28/03/2022;Indaial;1
28/03/2022;Xanxerê;1
28/03/2022;São Miguel do Oeste;1
28/03/2022;Laguna;1
28/03/2022;Curitibanos;1
28/03/2022;Rio Negrinho;1
28/03/2022;Campos Novos;1
28/03/2022;Itapoá;2
28/03/2022;Joaçaba;1
29/03/2022;Florianópolis;1
29/03/2022;Itajaí;1
