date;city;Pandemic_severity_index
21/04/2020;Caçador;
21/04/2020;Araranguá;
21/04/2020;Indaial;
21/04/2020;Xanxerê;
21/04/2020;São Miguel do Oeste;
21/04/2020;Laguna;
21/04/2020;Curitibanos;
21/04/2020;Rio Negrinho;
21/04/2020;Campos Novos;
21/04/2020;Itapoá;
21/04/2020;Joaçaba;
22/04/2020;Florianópolis;
22/04/2020;Itajaí;
22/04/2020;Chapecó;
22/04/2020;Lages;
22/04/2020;Caçador;
22/04/2020;Araranguá;
22/04/2020;Indaial;
22/04/2020;Xanxerê;
22/04/2020;São Miguel do Oeste;
22/04/2020;Laguna;
22/04/2020;Curitibanos;
22/04/2020;Rio Negrinho;
22/04/2020;Campos Novos;
22/04/2020;Itapoá;
22/04/2020;Joaçaba;
23/04/2020;Florianópolis;
23/04/2020;Itajaí;
23/04/2020;Chapecó;
23/04/2020;Lages;
23/04/2020;Caçador;
23/04/2020;Araranguá;
23/04/2020;Indaial;
23/04/2020;Xanxerê;
23/04/2020;São Miguel do Oeste;
23/04/2020;Laguna;
23/04/2020;Curitibanos;
23/04/2020;Rio Negrinho;
23/04/2020;Campos Novos;
23/04/2020;Itapoá;
23/04/2020;Joaçaba;
24/04/2020;Florianópolis;
24/04/2020;Itajaí;
24/04/2020;Chapecó;
24/04/2020;Lages;
24/04/2020;Caçador;
24/04/2020;Araranguá;
24/04/2020;Indaial;
24/04/2020;Xanxerê;
24/04/2020;São Miguel do Oeste;
24/04/2020;Laguna;
24/04/2020;Curitibanos;
24/04/2020;Rio Negrinho;
24/04/2020;Campos Novos;
24/04/2020;Itapoá;
24/04/2020;Joaçaba;
25/04/2020;Florianópolis;
25/04/2020;Itajaí;
25/04/2020;Chapecó;
25/04/2020;Lages;
25/04/2020;Caçador;
25/04/2020;Araranguá;
25/04/2020;Indaial;
25/04/2020;Xanxerê;
25/04/2020;São Miguel do Oeste;
25/04/2020;Laguna;
25/04/2020;Curitibanos;
25/04/2020;Rio Negrinho;
25/04/2020;Campos Novos;
25/04/2020;Itapoá;
25/04/2020;Joaçaba;
26/04/2020;Florianópolis;
26/04/2020;Itajaí;
26/04/2020;Chapecó;
26/04/2020;Lages;
26/04/2020;Caçador;
26/04/2020;Araranguá;
26/04/2020;Indaial;
26/04/2020;Xanxerê;
26/04/2020;São Miguel do Oeste;
26/04/2020;Laguna;
26/04/2020;Curitibanos;
26/04/2020;Rio Negrinho;
26/04/2020;Campos Novos;
26/04/2020;Itapoá;
26/04/2020;Joaçaba;
27/04/2020;Florianópolis;
27/04/2020;Itajaí;
27/04/2020;Chapecó;
27/04/2020;Lages;
27/04/2020;Caçador;
27/04/2020;Araranguá;
27/04/2020;Indaial;
27/04/2020;Xanxerê;
27/04/2020;São Miguel do Oeste;
27/04/2020;Laguna;
27/04/2020;Curitibanos;
27/04/2020;Rio Negrinho;
27/04/2020;Campos Novos;
27/04/2020;Itapoá;
27/04/2020;Joaçaba;
28/04/2020;Florianópolis;
28/04/2020;Itajaí;
28/04/2020;Chapecó;
28/04/2020;Lages;
28/04/2020;Caçador;
28/04/2020;Araranguá;
28/04/2020;Indaial;
28/04/2020;Xanxerê;
28/04/2020;São Miguel do Oeste;
28/04/2020;Laguna;
28/04/2020;Curitibanos;
28/04/2020;Rio Negrinho;
28/04/2020;Campos Novos;
28/04/2020;Itapoá;
28/04/2020;Joaçaba;
29/04/2020;Florianópolis;
29/04/2020;Itajaí;
29/04/2020;Chapecó;
29/04/2020;Lages;
29/04/2020;Caçador;
29/04/2020;Araranguá;
29/04/2020;Indaial;
29/04/2020;Xanxerê;
29/04/2020;São Miguel do Oeste;
29/04/2020;Laguna;
29/04/2020;Curitibanos;
29/04/2020;Rio Negrinho;
29/04/2020;Campos Novos;
29/04/2020;Itapoá;
29/04/2020;Joaçaba;
30/04/2020;Florianópolis;
30/04/2020;Itajaí;
30/04/2020;Chapecó;
30/04/2020;Lages;
30/04/2020;Caçador;
30/04/2020;Araranguá;
30/04/2020;Indaial;
30/04/2020;Xanxerê;
30/04/2020;São Miguel do Oeste;
30/04/2020;Laguna;
30/04/2020;Curitibanos;
30/04/2020;Rio Negrinho;
30/04/2020;Campos Novos;
30/04/2020;Itapoá;
30/04/2020;Joaçaba;
01/05/2020;Florianópolis;
01/05/2020;Itajaí;
01/05/2020;Chapecó;
01/05/2020;Lages;
01/05/2020;Caçador;
01/05/2020;Araranguá;
01/05/2020;Indaial;
01/05/2020;Xanxerê;
01/05/2020;São Miguel do Oeste;
01/05/2020;Laguna;
01/05/2020;Curitibanos;
01/05/2020;Rio Negrinho;
01/05/2020;Campos Novos;
01/05/2020;Itapoá;
01/05/2020;Joaçaba;
02/05/2020;Florianópolis;
02/05/2020;Itajaí;
02/05/2020;Chapecó;
02/05/2020;Lages;
02/05/2020;Caçador;
02/05/2020;Araranguá;
02/05/2020;Indaial;
02/05/2020;Xanxerê;
02/05/2020;São Miguel do Oeste;
02/05/2020;Laguna;
02/05/2020;Curitibanos;
02/05/2020;Rio Negrinho;
02/05/2020;Campos Novos;
02/05/2020;Itapoá;
02/05/2020;Joaçaba;
03/05/2020;Florianópolis;
03/05/2020;Itajaí;
03/05/2020;Chapecó;
03/05/2020;Lages;
03/05/2020;Caçador;
03/05/2020;Araranguá;
03/05/2020;Indaial;
03/05/2020;Xanxerê;
03/05/2020;São Miguel do Oeste;
03/05/2020;Laguna;
03/05/2020;Curitibanos;
03/05/2020;Rio Negrinho;
03/05/2020;Campos Novos;
03/05/2020;Itapoá;
03/05/2020;Joaçaba;
04/05/2020;Florianópolis;
04/05/2020;Itajaí;
04/05/2020;Chapecó;
04/05/2020;Lages;
04/05/2020;Caçador;
04/05/2020;Araranguá;
04/05/2020;Indaial;
04/05/2020;Xanxerê;
04/05/2020;São Miguel do Oeste;
04/05/2020;Laguna;
04/05/2020;Curitibanos;
04/05/2020;Rio Negrinho;
04/05/2020;Campos Novos;
04/05/2020;Itapoá;
04/05/2020;Joaçaba;
05/05/2020;Florianópolis;
05/05/2020;Itajaí;
05/05/2020;Chapecó;
05/05/2020;Lages;
05/05/2020;Caçador;
05/05/2020;Araranguá;
05/05/2020;Indaial;
05/05/2020;Xanxerê;
05/05/2020;São Miguel do Oeste;
05/05/2020;Laguna;
05/05/2020;Curitibanos;
05/05/2020;Rio Negrinho;
05/05/2020;Campos Novos;
05/05/2020;Itapoá;
05/05/2020;Joaçaba;
06/05/2020;Florianópolis;
06/05/2020;Itajaí;
06/05/2020;Chapecó;
06/05/2020;Lages;
06/05/2020;Caçador;
06/05/2020;Araranguá;
06/05/2020;Indaial;
06/05/2020;Xanxerê;
06/05/2020;São Miguel do Oeste;
06/05/2020;Laguna;
06/05/2020;Curitibanos;
06/05/2020;Rio Negrinho;
06/05/2020;Campos Novos;
06/05/2020;Itapoá;
06/05/2020;Joaçaba;
07/05/2020;Florianópolis;
07/05/2020;Itajaí;
07/05/2020;Chapecó;
07/05/2020;Lages;
07/05/2020;Caçador;
07/05/2020;Araranguá;
07/05/2020;Indaial;
07/05/2020;Xanxerê;
07/05/2020;São Miguel do Oeste;
07/05/2020;Laguna;
07/05/2020;Curitibanos;
07/05/2020;Rio Negrinho;
07/05/2020;Campos Novos;
07/05/2020;Itapoá;
07/05/2020;Joaçaba;
08/05/2020;Florianópolis;
08/05/2020;Itajaí;
08/05/2020;Chapecó;
08/05/2020;Lages;
08/05/2020;Caçador;
08/05/2020;Araranguá;
08/05/2020;Indaial;
08/05/2020;Xanxerê;
08/05/2020;São Miguel do Oeste;
08/05/2020;Laguna;
08/05/2020;Curitibanos;
08/05/2020;Rio Negrinho;
08/05/2020;Campos Novos;
08/05/2020;Itapoá;
08/05/2020;Joaçaba;
09/05/2020;Florianópolis;
09/05/2020;Itajaí;
09/05/2020;Chapecó;
09/05/2020;Lages;
09/05/2020;Caçador;
09/05/2020;Araranguá;
09/05/2020;Indaial;
09/05/2020;Xanxerê;
09/05/2020;São Miguel do Oeste;
09/05/2020;Laguna;
09/05/2020;Curitibanos;
09/05/2020;Rio Negrinho;
09/05/2020;Campos Novos;
09/05/2020;Itapoá;
09/05/2020;Joaçaba;
10/05/2020;Florianópolis;
10/05/2020;Itajaí;
10/05/2020;Chapecó;
10/05/2020;Lages;
10/05/2020;Caçador;
10/05/2020;Araranguá;
10/05/2020;Indaial;
10/05/2020;Xanxerê;
10/05/2020;São Miguel do Oeste;
10/05/2020;Laguna;
10/05/2020;Curitibanos;
10/05/2020;Rio Negrinho;
10/05/2020;Campos Novos;
10/05/2020;Itapoá;
10/05/2020;Joaçaba;
11/05/2020;Florianópolis;
11/05/2020;Itajaí;
11/05/2020;Chapecó;
11/05/2020;Lages;
11/05/2020;Caçador;
11/05/2020;Araranguá;
11/05/2020;Indaial;
11/05/2020;Xanxerê;
11/05/2020;São Miguel do Oeste;
11/05/2020;Laguna;
11/05/2020;Curitibanos;
11/05/2020;Rio Negrinho;
11/05/2020;Campos Novos;
11/05/2020;Itapoá;
11/05/2020;Joaçaba;
12/05/2020;Florianópolis;
12/05/2020;Itajaí;
12/05/2020;Chapecó;
12/05/2020;Lages;
12/05/2020;Caçador;
12/05/2020;Araranguá;
12/05/2020;Indaial;
12/05/2020;Xanxerê;
12/05/2020;São Miguel do Oeste;
12/05/2020;Laguna;
12/05/2020;Curitibanos;
12/05/2020;Rio Negrinho;
12/05/2020;Campos Novos;
12/05/2020;Itapoá;
12/05/2020;Joaçaba;
13/05/2020;Florianópolis;
13/05/2020;Itajaí;
13/05/2020;Chapecó;
13/05/2020;Lages;
13/05/2020;Caçador;
13/05/2020;Araranguá;
13/05/2020;Indaial;
13/05/2020;Xanxerê;
13/05/2020;São Miguel do Oeste;
13/05/2020;Laguna;
13/05/2020;Curitibanos;
13/05/2020;Rio Negrinho;
13/05/2020;Campos Novos;
13/05/2020;Itapoá;
13/05/2020;Joaçaba;
14/05/2020;Florianópolis;
14/05/2020;Itajaí;
14/05/2020;Chapecó;
14/05/2020;Lages;
14/05/2020;Caçador;
14/05/2020;Araranguá;
14/05/2020;Indaial;
14/05/2020;Xanxerê;
14/05/2020;São Miguel do Oeste;
14/05/2020;Laguna;
14/05/2020;Curitibanos;
14/05/2020;Rio Negrinho;
14/05/2020;Campos Novos;
14/05/2020;Itapoá;
14/05/2020;Joaçaba;
15/05/2020;Florianópolis;
15/05/2020;Itajaí;
15/05/2020;Chapecó;
15/05/2020;Lages;
15/05/2020;Caçador;
15/05/2020;Araranguá;
15/05/2020;Indaial;
15/05/2020;Xanxerê;
15/05/2020;São Miguel do Oeste;
15/05/2020;Laguna;
15/05/2020;Curitibanos;
15/05/2020;Rio Negrinho;
15/05/2020;Campos Novos;
15/05/2020;Itapoá;
15/05/2020;Joaçaba;
16/05/2020;Florianópolis;
16/05/2020;Itajaí;
16/05/2020;Chapecó;
16/05/2020;Lages;
16/05/2020;Caçador;
16/05/2020;Araranguá;
16/05/2020;Indaial;
16/05/2020;Xanxerê;
16/05/2020;São Miguel do Oeste;
16/05/2020;Laguna;
16/05/2020;Curitibanos;
16/05/2020;Rio Negrinho;
16/05/2020;Campos Novos;
16/05/2020;Itapoá;
16/05/2020;Joaçaba;
17/05/2020;Florianópolis;
17/05/2020;Itajaí;
17/05/2020;Chapecó;
17/05/2020;Lages;
17/05/2020;Caçador;
17/05/2020;Araranguá;
17/05/2020;Indaial;
17/05/2020;Xanxerê;
17/05/2020;São Miguel do Oeste;
17/05/2020;Laguna;
17/05/2020;Curitibanos;
17/05/2020;Rio Negrinho;
17/05/2020;Campos Novos;
17/05/2020;Itapoá;
17/05/2020;Joaçaba;
18/05/2020;Florianópolis;
18/05/2020;Itajaí;
18/05/2020;Chapecó;
18/05/2020;Lages;
18/05/2020;Caçador;
18/05/2020;Araranguá;
18/05/2020;Indaial;
18/05/2020;Xanxerê;
18/05/2020;São Miguel do Oeste;
18/05/2020;Laguna;
18/05/2020;Curitibanos;
18/05/2020;Rio Negrinho;
18/05/2020;Campos Novos;
18/05/2020;Itapoá;
18/05/2020;Joaçaba;
19/05/2020;Florianópolis;
19/05/2020;Itajaí;
19/05/2020;Chapecó;
19/05/2020;Lages;
19/05/2020;Caçador;
19/05/2020;Araranguá;
19/05/2020;Indaial;
19/05/2020;Xanxerê;
19/05/2020;São Miguel do Oeste;
19/05/2020;Laguna;
19/05/2020;Curitibanos;
19/05/2020;Rio Negrinho;
19/05/2020;Campos Novos;
19/05/2020;Itapoá;
19/05/2020;Joaçaba;
20/05/2020;Florianópolis;
20/05/2020;Itajaí;
20/05/2020;Chapecó;
20/05/2020;Lages;
20/05/2020;Caçador;
20/05/2020;Araranguá;
20/05/2020;Indaial;
20/05/2020;Xanxerê;
20/05/2020;São Miguel do Oeste;
20/05/2020;Laguna;
20/05/2020;Curitibanos;
20/05/2020;Rio Negrinho;
20/05/2020;Campos Novos;
20/05/2020;Itapoá;
20/05/2020;Joaçaba;
21/05/2020;Florianópolis;
21/05/2020;Itajaí;
21/05/2020;Chapecó;
21/05/2020;Lages;
21/05/2020;Caçador;
21/05/2020;Araranguá;
21/05/2020;Indaial;
21/05/2020;Xanxerê;
21/05/2020;São Miguel do Oeste;
21/05/2020;Laguna;
21/05/2020;Curitibanos;
21/05/2020;Rio Negrinho;
21/05/2020;Campos Novos;
21/05/2020;Itapoá;
21/05/2020;Joaçaba;
22/05/2020;Florianópolis;
22/05/2020;Itajaí;
22/05/2020;Chapecó;
22/05/2020;Lages;
22/05/2020;Caçador;
22/05/2020;Araranguá;
22/05/2020;Indaial;
22/05/2020;Xanxerê;
22/05/2020;São Miguel do Oeste;
22/05/2020;Laguna;
22/05/2020;Curitibanos;
22/05/2020;Rio Negrinho;
22/05/2020;Campos Novos;
22/05/2020;Itapoá;
22/05/2020;Joaçaba;
23/05/2020;Florianópolis;
23/05/2020;Itajaí;
23/05/2020;Chapecó;
23/05/2020;Lages;
23/05/2020;Caçador;
23/05/2020;Araranguá;
23/05/2020;Indaial;
23/05/2020;Xanxerê;
23/05/2020;São Miguel do Oeste;
23/05/2020;Laguna;
23/05/2020;Curitibanos;
23/05/2020;Rio Negrinho;
23/05/2020;Campos Novos;
23/05/2020;Itapoá;
23/05/2020;Joaçaba;
24/05/2020;Florianópolis;
24/05/2020;Itajaí;
24/05/2020;Chapecó;
24/05/2020;Lages;
24/05/2020;Caçador;
24/05/2020;Araranguá;
24/05/2020;Indaial;
24/05/2020;Xanxerê;
24/05/2020;São Miguel do Oeste;
24/05/2020;Laguna;
24/05/2020;Curitibanos;
24/05/2020;Rio Negrinho;
24/05/2020;Campos Novos;
24/05/2020;Itapoá;
24/05/2020;Joaçaba;
25/05/2020;Florianópolis;
25/05/2020;Itajaí;
25/05/2020;Chapecó;
25/05/2020;Lages;
25/05/2020;Caçador;
25/05/2020;Araranguá;
25/05/2020;Indaial;
25/05/2020;Xanxerê;
25/05/2020;São Miguel do Oeste;
25/05/2020;Laguna;
25/05/2020;Curitibanos;
25/05/2020;Rio Negrinho;
25/05/2020;Campos Novos;
25/05/2020;Itapoá;
25/05/2020;Joaçaba;
26/05/2020;Florianópolis;
26/05/2020;Itajaí;
26/05/2020;Chapecó;
26/05/2020;Lages;
26/05/2020;Caçador;
26/05/2020;Araranguá;
26/05/2020;Indaial;
26/05/2020;Xanxerê;
26/05/2020;São Miguel do Oeste;
26/05/2020;Laguna;
26/05/2020;Curitibanos;
26/05/2020;Rio Negrinho;
26/05/2020;Campos Novos;
26/05/2020;Itapoá;
26/05/2020;Joaçaba;
27/05/2020;Florianópolis;
27/05/2020;Itajaí;
27/05/2020;Chapecó;
27/05/2020;Lages;
27/05/2020;Caçador;
27/05/2020;Araranguá;
27/05/2020;Indaial;
27/05/2020;Xanxerê;
27/05/2020;São Miguel do Oeste;
27/05/2020;Laguna;
27/05/2020;Curitibanos;
27/05/2020;Rio Negrinho;
27/05/2020;Campos Novos;
27/05/2020;Itapoá;
27/05/2020;Joaçaba;
28/05/2020;Florianópolis;
28/05/2020;Itajaí;
28/05/2020;Chapecó;
28/05/2020;Lages;
28/05/2020;Caçador;
28/05/2020;Araranguá;
28/05/2020;Indaial;
28/05/2020;Xanxerê;
28/05/2020;São Miguel do Oeste;
28/05/2020;Laguna;
28/05/2020;Curitibanos;
28/05/2020;Rio Negrinho;
28/05/2020;Campos Novos;
28/05/2020;Itapoá;
28/05/2020;Joaçaba;
29/05/2020;Florianópolis;
29/05/2020;Itajaí;
29/05/2020;Chapecó;
29/05/2020;Lages;
29/05/2020;Caçador;
29/05/2020;Araranguá;
29/05/2020;Indaial;
29/05/2020;Xanxerê;
29/05/2020;São Miguel do Oeste;
29/05/2020;Laguna;
29/05/2020;Curitibanos;
29/05/2020;Rio Negrinho;
29/05/2020;Campos Novos;
29/05/2020;Itapoá;
29/05/2020;Joaçaba;
30/05/2020;Florianópolis;
30/05/2020;Itajaí;
30/05/2020;Chapecó;
30/05/2020;Lages;
30/05/2020;Caçador;
30/05/2020;Araranguá;
30/05/2020;Indaial;
30/05/2020;Xanxerê;
30/05/2020;São Miguel do Oeste;
30/05/2020;Laguna;
30/05/2020;Curitibanos;
30/05/2020;Rio Negrinho;
30/05/2020;Campos Novos;
30/05/2020;Itapoá;
30/05/2020;Joaçaba;
31/05/2020;Florianópolis;
31/05/2020;Itajaí;
31/05/2020;Chapecó;
31/05/2020;Lages;
31/05/2020;Caçador;
31/05/2020;Araranguá;
31/05/2020;Indaial;
31/05/2020;Xanxerê;
31/05/2020;São Miguel do Oeste;
31/05/2020;Laguna;
31/05/2020;Curitibanos;
31/05/2020;Rio Negrinho;
31/05/2020;Campos Novos;
31/05/2020;Itapoá;
31/05/2020;Joaçaba;
01/06/2020;Florianópolis;
01/06/2020;Itajaí;
01/06/2020;Chapecó;
01/06/2020;Lages;
01/06/2020;Caçador;
01/06/2020;Araranguá;
01/06/2020;Indaial;
01/06/2020;Xanxerê;
01/06/2020;São Miguel do Oeste;
01/06/2020;Laguna;
01/06/2020;Curitibanos;
01/06/2020;Rio Negrinho;
01/06/2020;Campos Novos;
01/06/2020;Itapoá;
01/06/2020;Joaçaba;
02/06/2020;Florianópolis;3
02/06/2020;Itajaí;3
02/06/2020;Chapecó;2
02/06/2020;Lages;2
02/06/2020;Caçador;2
02/06/2020;Araranguá;3
02/06/2020;Indaial;2
02/06/2020;Xanxerê;3
02/06/2020;São Miguel do Oeste;2
02/06/2020;Laguna;2
02/06/2020;Curitibanos;2
02/06/2020;Rio Negrinho;3
02/06/2020;Campos Novos;2
02/06/2020;Itapoá;3
02/06/2020;Joaçaba;2
03/06/2020;Florianópolis;3
03/06/2020;Itajaí;3
03/06/2020;Chapecó;2
03/06/2020;Lages;2
03/06/2020;Caçador;2
03/06/2020;Araranguá;3
03/06/2020;Indaial;2
03/06/2020;Xanxerê;3
03/06/2020;São Miguel do Oeste;2
03/06/2020;Laguna;2
03/06/2020;Curitibanos;2
03/06/2020;Rio Negrinho;3
03/06/2020;Campos Novos;2
03/06/2020;Itapoá;3
03/06/2020;Joaçaba;2
04/06/2020;Florianópolis;3
04/06/2020;Itajaí;3
04/06/2020;Chapecó;2
04/06/2020;Lages;2
04/06/2020;Caçador;2
04/06/2020;Araranguá;3
04/06/2020;Indaial;2
04/06/2020;Xanxerê;3
04/06/2020;São Miguel do Oeste;2
04/06/2020;Laguna;2
04/06/2020;Curitibanos;2
04/06/2020;Rio Negrinho;3
04/06/2020;Campos Novos;2
04/06/2020;Itapoá;3
04/06/2020;Joaçaba;2
05/06/2020;Florianópolis;3
05/06/2020;Itajaí;3
05/06/2020;Chapecó;2
05/06/2020;Lages;2
05/06/2020;Caçador;2
05/06/2020;Araranguá;3
05/06/2020;Indaial;2
05/06/2020;Xanxerê;3
05/06/2020;São Miguel do Oeste;2
05/06/2020;Laguna;2
05/06/2020;Curitibanos;2
05/06/2020;Rio Negrinho;3
05/06/2020;Campos Novos;2
05/06/2020;Itapoá;3
05/06/2020;Joaçaba;2
06/06/2020;Florianópolis;3
06/06/2020;Itajaí;3
06/06/2020;Chapecó;2
06/06/2020;Lages;2
06/06/2020;Caçador;2
06/06/2020;Araranguá;3
06/06/2020;Indaial;2
06/06/2020;Xanxerê;3
06/06/2020;São Miguel do Oeste;2
06/06/2020;Laguna;2
06/06/2020;Curitibanos;2
06/06/2020;Rio Negrinho;3
06/06/2020;Campos Novos;2
06/06/2020;Itapoá;3
06/06/2020;Joaçaba;2
07/06/2020;Florianópolis;3
07/06/2020;Itajaí;3
07/06/2020;Chapecó;2
07/06/2020;Lages;2
07/06/2020;Caçador;2
07/06/2020;Araranguá;3
07/06/2020;Indaial;2
07/06/2020;Xanxerê;3
07/06/2020;São Miguel do Oeste;2
07/06/2020;Laguna;2
07/06/2020;Curitibanos;2
07/06/2020;Rio Negrinho;3
07/06/2020;Campos Novos;2
07/06/2020;Itapoá;3
07/06/2020;Joaçaba;2
08/06/2020;Florianópolis;3
08/06/2020;Itajaí;3
08/06/2020;Chapecó;2
08/06/2020;Lages;2
08/06/2020;Caçador;2
08/06/2020;Araranguá;3
08/06/2020;Indaial;2
08/06/2020;Xanxerê;3
08/06/2020;São Miguel do Oeste;2
08/06/2020;Laguna;2
08/06/2020;Curitibanos;2
08/06/2020;Rio Negrinho;3
08/06/2020;Campos Novos;2
08/06/2020;Itapoá;3
08/06/2020;Joaçaba;2
09/06/2020;Florianópolis;3
09/06/2020;Itajaí;3
09/06/2020;Chapecó;2
09/06/2020;Lages;2
09/06/2020;Caçador;2
09/06/2020;Araranguá;2
09/06/2020;Indaial;2
09/06/2020;Xanxerê;3
09/06/2020;São Miguel do Oeste;2
09/06/2020;Laguna;2
09/06/2020;Curitibanos;2
09/06/2020;Rio Negrinho;2
09/06/2020;Campos Novos;2
09/06/2020;Itapoá;3
09/06/2020;Joaçaba;2
10/06/2020;Florianópolis;3
10/06/2020;Itajaí;3
10/06/2020;Chapecó;2
10/06/2020;Lages;2
10/06/2020;Caçador;2
10/06/2020;Araranguá;2
10/06/2020;Indaial;2
10/06/2020;Xanxerê;3
10/06/2020;São Miguel do Oeste;2
10/06/2020;Laguna;2
10/06/2020;Curitibanos;2
10/06/2020;Rio Negrinho;2
10/06/2020;Campos Novos;2
10/06/2020;Itapoá;3
10/06/2020;Joaçaba;2
11/06/2020;Florianópolis;3
11/06/2020;Itajaí;3
11/06/2020;Chapecó;2
11/06/2020;Lages;2
11/06/2020;Caçador;2
11/06/2020;Araranguá;2
11/06/2020;Indaial;2
11/06/2020;Xanxerê;3
11/06/2020;São Miguel do Oeste;2
11/06/2020;Laguna;2
11/06/2020;Curitibanos;2
11/06/2020;Rio Negrinho;2
11/06/2020;Campos Novos;2
11/06/2020;Itapoá;3
11/06/2020;Joaçaba;2
12/06/2020;Florianópolis;3
12/06/2020;Itajaí;3
12/06/2020;Chapecó;2
12/06/2020;Lages;2
12/06/2020;Caçador;2
12/06/2020;Araranguá;2
12/06/2020;Indaial;2
12/06/2020;Xanxerê;3
12/06/2020;São Miguel do Oeste;2
12/06/2020;Laguna;2
12/06/2020;Curitibanos;2
12/06/2020;Rio Negrinho;2
12/06/2020;Campos Novos;2
12/06/2020;Itapoá;3
12/06/2020;Joaçaba;2
13/06/2020;Florianópolis;3
13/06/2020;Itajaí;3
13/06/2020;Chapecó;2
13/06/2020;Lages;2
13/06/2020;Caçador;2
13/06/2020;Araranguá;2
13/06/2020;Indaial;2
13/06/2020;Xanxerê;3
13/06/2020;São Miguel do Oeste;2
13/06/2020;Laguna;2
13/06/2020;Curitibanos;2
13/06/2020;Rio Negrinho;2
13/06/2020;Campos Novos;2
13/06/2020;Itapoá;3
13/06/2020;Joaçaba;2
14/06/2020;Florianópolis;3
14/06/2020;Itajaí;3
14/06/2020;Chapecó;2
14/06/2020;Lages;2
14/06/2020;Caçador;2
14/06/2020;Araranguá;2
14/06/2020;Indaial;2
14/06/2020;Xanxerê;3
14/06/2020;São Miguel do Oeste;2
14/06/2020;Laguna;2
14/06/2020;Curitibanos;2
14/06/2020;Rio Negrinho;2
14/06/2020;Campos Novos;2
14/06/2020;Itapoá;3
14/06/2020;Joaçaba;2
15/06/2020;Florianópolis;3
15/06/2020;Itajaí;3
15/06/2020;Chapecó;2
15/06/2020;Lages;2
15/06/2020;Caçador;2
15/06/2020;Araranguá;2
15/06/2020;Indaial;2
15/06/2020;Xanxerê;3
15/06/2020;São Miguel do Oeste;2
15/06/2020;Laguna;2
15/06/2020;Curitibanos;2
15/06/2020;Rio Negrinho;2
15/06/2020;Campos Novos;2
15/06/2020;Itapoá;3
15/06/2020;Joaçaba;2
16/06/2020;Florianópolis;2
16/06/2020;Itajaí;3
16/06/2020;Chapecó;2
16/06/2020;Lages;2
16/06/2020;Caçador;2
16/06/2020;Araranguá;2
16/06/2020;Indaial;2
16/06/2020;Xanxerê;3
16/06/2020;São Miguel do Oeste;2
16/06/2020;Laguna;2
16/06/2020;Curitibanos;2
16/06/2020;Rio Negrinho;2
16/06/2020;Campos Novos;2
16/06/2020;Itapoá;3
16/06/2020;Joaçaba;2
17/06/2020;Florianópolis;2
17/06/2020;Itajaí;3
17/06/2020;Chapecó;2
17/06/2020;Lages;2
17/06/2020;Caçador;2
17/06/2020;Araranguá;2
17/06/2020;Indaial;2
17/06/2020;Xanxerê;3
17/06/2020;São Miguel do Oeste;2
17/06/2020;Laguna;2
17/06/2020;Curitibanos;2
17/06/2020;Rio Negrinho;2
17/06/2020;Campos Novos;2
17/06/2020;Itapoá;3
17/06/2020;Joaçaba;2
18/06/2020;Florianópolis;2
18/06/2020;Itajaí;3
18/06/2020;Chapecó;2
18/06/2020;Lages;2
18/06/2020;Caçador;2
18/06/2020;Araranguá;2
18/06/2020;Indaial;2
18/06/2020;Xanxerê;3
18/06/2020;São Miguel do Oeste;2
18/06/2020;Laguna;2
18/06/2020;Curitibanos;2
18/06/2020;Rio Negrinho;2
18/06/2020;Campos Novos;2
18/06/2020;Itapoá;3
18/06/2020;Joaçaba;2
19/06/2020;Florianópolis;2
19/06/2020;Itajaí;3
19/06/2020;Chapecó;2
19/06/2020;Lages;2
19/06/2020;Caçador;2
19/06/2020;Araranguá;2
19/06/2020;Indaial;2
19/06/2020;Xanxerê;3
19/06/2020;São Miguel do Oeste;2
19/06/2020;Laguna;2
19/06/2020;Curitibanos;2
19/06/2020;Rio Negrinho;2
19/06/2020;Campos Novos;2
19/06/2020;Itapoá;3
19/06/2020;Joaçaba;2
20/06/2020;Florianópolis;2
20/06/2020;Itajaí;3
20/06/2020;Chapecó;2
20/06/2020;Lages;2
20/06/2020;Caçador;2
20/06/2020;Araranguá;2
20/06/2020;Indaial;2
20/06/2020;Xanxerê;3
20/06/2020;São Miguel do Oeste;2
20/06/2020;Laguna;2
20/06/2020;Curitibanos;2
20/06/2020;Rio Negrinho;2
20/06/2020;Campos Novos;2
20/06/2020;Itapoá;3
20/06/2020;Joaçaba;2
21/06/2020;Florianópolis;2
21/06/2020;Itajaí;3
21/06/2020;Chapecó;2
21/06/2020;Lages;2
21/06/2020;Caçador;2
21/06/2020;Araranguá;2
21/06/2020;Indaial;2
21/06/2020;Xanxerê;3
21/06/2020;São Miguel do Oeste;2
21/06/2020;Laguna;2
21/06/2020;Curitibanos;2
21/06/2020;Rio Negrinho;2
21/06/2020;Campos Novos;2
21/06/2020;Itapoá;3
21/06/2020;Joaçaba;2
22/06/2020;Florianópolis;2
22/06/2020;Itajaí;3
22/06/2020;Chapecó;2
22/06/2020;Lages;2
22/06/2020;Caçador;2
22/06/2020;Araranguá;2
22/06/2020;Indaial;2
22/06/2020;Xanxerê;3
22/06/2020;São Miguel do Oeste;2
22/06/2020;Laguna;2
22/06/2020;Curitibanos;2
22/06/2020;Rio Negrinho;2
22/06/2020;Campos Novos;2
22/06/2020;Itapoá;3
