"city","episode_id","start_date","end_date","duration_days","n_panic_days","peak_PBB","mean_PBB","is_extreme","year","is_pandemic","is_climate","is_geopol","crisis_type"
"Caçador",23,2020-09-05,2020-09-05,1,1,2.18402637603055,2.18402637603055,0,2020,TRUE,FALSE,FALSE,"Pandemic"
"Caçador",24,2020-12-23,2020-12-24,2,2,3.41251880822962,2.8716707921072,1,2020,TRUE,FALSE,FALSE,"Pandemic"
"Caçador",25,2021-03-31,2021-03-31,1,1,2.06223450389805,2.06223450389805,0,2021,TRUE,FALSE,FALSE,"Pandemic"
"Caçador",26,2021-05-02,2021-05-02,1,1,3.19771060717616,3.19771060717616,1,2021,TRUE,FALSE,FALSE,"Pandemic"
"Caçador",27,2021-06-26,2021-06-26,1,1,2.34134552218881,2.34134552218881,0,2021,TRUE,FALSE,FALSE,"Pandemic"
"Caçador",28,2021-07-10,2021-07-10,1,1,2.30115380096256,2.30115380096256,0,2021,TRUE,FALSE,FALSE,"Pandemic"
"Caçador",29,2021-08-06,2021-08-07,2,2,3.30399095975186,2.74810371687531,1,2021,TRUE,FALSE,FALSE,"Pandemic"
"Caçador",30,2021-08-11,2021-08-11,1,1,2.28339091396118,2.28339091396118,0,2021,TRUE,FALSE,FALSE,"Pandemic"
"Caçador",31,2021-08-24,2021-08-24,1,1,2.45881429465607,2.45881429465607,0,2021,TRUE,FALSE,FALSE,"Pandemic"
"Caçador",32,2021-09-01,2021-09-01,1,1,3.45973560665524,3.45973560665524,1,2021,TRUE,FALSE,FALSE,"Pandemic"
"Caçador",33,2021-09-16,2021-09-16,1,1,2.26746304029377,2.26746304029377,0,2021,TRUE,FALSE,FALSE,"Pandemic"
"Caçador",34,2021-09-21,2021-09-21,1,1,2.24055736745987,2.24055736745987,0,2021,FALSE,FALSE,FALSE,"Unattributed"
"Caçador",35,2021-10-01,2021-10-01,1,1,2.69007933127002,2.69007933127002,0,2021,FALSE,FALSE,FALSE,"Unattributed"
"Caçador",36,2021-11-10,2021-11-10,1,1,2.36283894911107,2.36283894911107,0,2021,FALSE,FALSE,FALSE,"Unattributed"
"Caçador",37,2021-12-21,2021-12-24,4,3,4.13989948579151,3.21102236611686,1,2021,TRUE,FALSE,FALSE,"Pandemic"
"Caçador",38,2022-02-01,2022-02-01,1,1,2.25521166797454,2.25521166797454,0,2022,TRUE,FALSE,FALSE,"Pandemic"
"Caçador",39,2022-02-15,2022-02-16,2,2,3.40518933960669,2.82857548866824,1,2022,TRUE,FALSE,FALSE,"Pandemic"
"Caçador",40,2022-03-10,2022-03-10,1,1,3.51312076290325,3.51312076290325,1,2022,TRUE,FALSE,FALSE,"Pandemic"
"Caçador",41,2022-03-15,2022-03-15,1,1,2.1625819011555,2.1625819011555,0,2022,TRUE,FALSE,FALSE,"Pandemic"
"Caçador",42,2022-03-22,2022-03-24,3,2,3.85992720272242,3.12977171738031,1,2022,TRUE,FALSE,FALSE,"Pandemic"
"Caçador",43,2022-03-30,2022-03-30,1,1,2.99513050650598,2.99513050650598,0,2022,TRUE,FALSE,FALSE,"Pandemic"
"Caçador",44,2022-04-12,2022-04-14,3,3,5.44224309125972,3.7452018477659,1,2022,FALSE,FALSE,FALSE,"Unattributed"
"Caçador",45,2022-04-26,2022-04-26,1,1,2.59611513875125,2.59611513875125,0,2022,FALSE,FALSE,FALSE,"Unattributed"
"Caçador",46,2022-05-20,2022-05-20,1,1,2.01982579880456,2.01982579880456,0,2022,FALSE,FALSE,FALSE,"Unattributed"
"Caçador",47,2022-06-07,2022-06-07,1,1,2.26190488230671,2.26190488230671,0,2022,FALSE,FALSE,FALSE,"Unattributed"
"Caçador",48,2022-06-12,2022-06-14,3,2,2.33526484652596,2.22178555865763,0,2022,FALSE,FALSE,FALSE,"Unattributed"
"Caçador",49,2022-07-07,2022-07-07,1,1,2.35146144322597,2.35146144322597,0,2022,FALSE,FALSE,FALSE,"Unattributed"
"Caçador",50,2022-08-05,2022-08-05,1,1,2.77707455698409,2.77707455698409,0,2022,FALSE,FALSE,FALSE,"Unattributed"
"Caçador",51,2022-08-09,2022-08-09,1,1,2.18591774862382,2.18591774862382,0,2022,FALSE,FALSE,FALSE,"Unattributed"
"Caçador",52,2022-08-14,2022-08-14,1,1,2.2000411984849,2.2000411984849,0,2022,FALSE,FALSE,FALSE,"Unattributed"
"Caçador",53,2023-04-06,2023-04-08,3,2,2.41481768986917,2.25132631319227,0,2023,FALSE,FALSE,FALSE,"Unattributed"
"Caçador",54,2023-08-21,2023-08-21,1,1,3.81641377254448,3.81641377254448,1,2023,FALSE,FALSE,FALSE,"Unattributed"
"Caçador",55,2023-10-26,2023-10-26,1,1,2.29440857467741,2.29440857467741,0,2023,FALSE,FALSE,FALSE,"Unattributed"
"Caçador",56,2023-12-24,2023-12-24,1,1,2.63462825147769,2.63462825147769,0,2023,FALSE,FALSE,FALSE,"Unattributed"
"Caçador",57,2024-04-21,2024-04-21,1,1,2.24850589875589,2.24850589875589,0,2024,FALSE,FALSE,FALSE,"Unattributed"
"Caçador",58,2024-05-12,2024-05-12,1,1,2.1333270494709,2.1333270494709,0,2024,FALSE,FALSE,FALSE,"Unattributed"
"Caçador",59,2024-12-24,2024-12-24,1,1,2.01743963760257,2.01743963760257,0,2024,FALSE,FALSE,FALSE,"Unattributed"
"Caçador",60,2025-08-22,2025-08-22,1,1,4.33942400674448,4.33942400674448,1,2025,FALSE,FALSE,FALSE,"Unattributed"
"Caçador",61,2025-09-15,2025-09-15,1,1,2.6252136733929,2.6252136733929,0,2025,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",1,2018-11-23,2018-11-23,1,1,2.43222052386364,2.43222052386364,0,2018,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",2,2019-01-05,2019-01-05,1,1,2.50872102022604,2.50872102022604,0,2019,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",3,2019-01-11,2019-01-11,1,1,3.62687329784073,3.62687329784073,1,2019,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",4,2019-04-06,2019-04-06,1,1,2.24107086212129,2.24107086212129,0,2019,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",5,2019-05-06,2019-05-09,4,2,3.58303422341793,3.21147647285131,1,2019,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",6,2019-07-06,2019-07-06,1,1,2.87017531296226,2.87017531296226,0,2019,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",7,2019-09-07,2019-09-07,1,1,2.97579705793971,2.97579705793971,0,2019,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",8,2019-10-05,2019-10-05,1,1,2.49586724443713,2.49586724443713,0,2019,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",9,2019-11-29,2019-11-30,2,2,4.02390096960309,3.2263615659373,1,2019,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",10,2019-12-20,2019-12-24,5,5,3.86044418462541,3.02897446531326,1,2019,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",11,2019-12-30,2019-12-31,2,2,2.77120917421414,2.48169986981253,0,2019,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",12,2020-03-07,2020-03-07,1,1,2.92902985276402,2.92902985276402,0,2020,TRUE,FALSE,FALSE,"Pandemic"
"Chapecó",13,2020-03-17,2020-03-18,2,2,4.34721173764278,3.47205498017701,1,2020,TRUE,FALSE,FALSE,"Pandemic"
"Chapecó",14,2020-06-06,2020-06-06,1,1,2.23065687230968,2.23065687230968,0,2020,TRUE,FALSE,FALSE,"Pandemic"
"Chapecó",15,2020-08-01,2020-08-01,1,1,2.35653937369197,2.35653937369197,0,2020,TRUE,FALSE,FALSE,"Pandemic"
"Chapecó",16,2020-08-08,2020-08-08,1,1,2.39334088433139,2.39334088433139,0,2020,TRUE,FALSE,FALSE,"Pandemic"
"Chapecó",17,2020-09-05,2020-09-05,1,1,2.98485978031217,2.98485978031217,0,2020,TRUE,FALSE,FALSE,"Pandemic"
"Chapecó",18,2020-10-10,2020-10-10,1,1,2.01939781642117,2.01939781642117,0,2020,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",19,2020-11-07,2020-11-07,1,1,2.07700961260676,2.07700961260676,0,2020,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",20,2020-11-11,2020-11-11,1,1,4.8171844781382,4.8171844781382,1,2020,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",21,2020-11-27,2020-11-27,1,1,2.60831239404804,2.60831239404804,0,2020,TRUE,FALSE,FALSE,"Pandemic"
"Chapecó",22,2020-12-22,2020-12-26,5,4,3.88504911189718,3.27905005017877,1,2020,TRUE,FALSE,FALSE,"Pandemic"
"Chapecó",23,2020-12-31,2020-12-31,1,1,2.26201527280772,2.26201527280772,0,2020,TRUE,FALSE,FALSE,"Pandemic"
"Chapecó",24,2021-04-01,2021-04-03,3,2,2.43599216948715,2.37554889878491,0,2021,TRUE,FALSE,FALSE,"Pandemic"
"Chapecó",25,2021-05-01,2021-05-01,1,1,2.62134768248689,2.62134768248689,0,2021,TRUE,FALSE,FALSE,"Pandemic"
"Chapecó",26,2021-05-08,2021-05-08,1,1,2.63799326203132,2.63799326203132,0,2021,TRUE,FALSE,FALSE,"Pandemic"
"Chapecó",27,2021-06-12,2021-06-12,1,1,2.27427408629338,2.27427408629338,0,2021,TRUE,FALSE,FALSE,"Pandemic"
"Chapecó",28,2021-07-03,2021-07-03,1,1,2.16958076483071,2.16958076483071,0,2021,TRUE,FALSE,FALSE,"Pandemic"
"Chapecó",29,2021-07-10,2021-07-10,1,1,2.18201243078553,2.18201243078553,0,2021,TRUE,FALSE,FALSE,"Pandemic"
"Chapecó",30,2021-08-07,2021-08-07,1,1,2.59712407798572,2.59712407798572,0,2021,TRUE,FALSE,FALSE,"Pandemic"
"Chapecó",31,2021-08-31,2021-08-31,1,1,2.3264572240834,2.3264572240834,0,2021,TRUE,FALSE,FALSE,"Pandemic"
"Chapecó",32,2021-10-30,2021-10-30,1,1,2.61627953206291,2.61627953206291,0,2021,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",33,2021-11-06,2021-11-06,1,1,2.08644253868626,2.08644253868626,0,2021,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",34,2021-11-26,2021-11-26,1,1,2.7656602277049,2.7656602277049,0,2021,TRUE,FALSE,FALSE,"Pandemic"
"Chapecó",35,2021-11-30,2021-11-30,1,1,2.05316379500969,2.05316379500969,0,2021,TRUE,FALSE,FALSE,"Pandemic"
"Chapecó",36,2021-12-21,2021-12-24,4,4,3.43458396281204,3.04868281690503,1,2021,TRUE,FALSE,FALSE,"Pandemic"
"Chapecó",37,2022-03-05,2022-03-05,1,1,2.18970480172401,2.18970480172401,0,2022,TRUE,FALSE,FALSE,"Pandemic"
"Chapecó",38,2022-04-12,2022-04-12,1,1,3.17925860118989,3.17925860118989,1,2022,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",39,2022-05-07,2022-05-07,1,1,2.8356891628454,2.8356891628454,0,2022,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",40,2022-06-04,2022-06-04,1,1,2.24688335625795,2.24688335625795,0,2022,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",41,2022-08-06,2022-08-06,1,1,2.38863251499804,2.38863251499804,0,2022,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",42,2022-09-03,2022-09-03,1,1,2.13518795274624,2.13518795274624,0,2022,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",43,2022-10-01,2022-10-01,1,1,2.60045177111223,2.60045177111223,0,2022,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",44,2022-11-25,2022-11-25,1,1,2.65850211080909,2.65850211080909,0,2022,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",45,2022-12-21,2022-12-24,4,2,2.98367388061746,2.85022193977665,0,2022,FALSE,TRUE,FALSE,"Climate"
"Chapecó",46,2023-03-02,2023-03-02,1,1,4.59976545434484,4.59976545434484,1,2023,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",47,2023-03-10,2023-03-10,1,1,4.79487368902197,4.79487368902197,1,2023,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",48,2023-04-05,2023-04-05,1,1,5.39587418758593,5.39587418758593,1,2023,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",49,2023-05-06,2023-05-06,1,1,2.19021509590696,2.19021509590696,0,2023,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",50,2023-07-01,2023-07-01,1,1,2.24676081203308,2.24676081203308,0,2023,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",51,2023-08-05,2023-08-05,1,1,2.28816833628815,2.28816833628815,0,2023,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",52,2023-10-07,2023-10-07,1,1,2.0391221693907,2.0391221693907,0,2023,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",53,2023-11-24,2023-11-24,1,1,3.86257797704917,3.86257797704917,1,2023,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",54,2023-12-19,2023-12-24,6,6,2.83741079022093,2.39301195543598,0,2023,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",55,2024-03-02,2024-03-02,1,1,2.73539923527691,2.73539923527691,0,2024,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",56,2024-04-06,2024-04-06,1,1,2.11066272574554,2.11066272574554,0,2024,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",57,2024-04-11,2024-04-11,1,1,3.97529023476141,3.97529023476141,1,2024,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",58,2024-05-04,2024-05-04,1,1,2.20346644261682,2.20346644261682,0,2024,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",59,2024-07-06,2024-07-06,1,1,2.68183994518334,2.68183994518334,0,2024,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",60,2024-09-07,2024-09-07,1,1,3.01965842284918,3.01965842284918,1,2024,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",61,2024-10-01,2024-10-01,1,1,6.10508285827232,6.10508285827232,1,2024,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",62,2024-10-05,2024-10-05,1,1,3.40023647915108,3.40023647915108,1,2024,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",63,2024-10-10,2024-10-11,2,2,5.67786117900747,4.93324660085982,1,2024,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",64,2024-10-16,2024-10-16,1,1,6.28751381932741,6.28751381932741,1,2024,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",65,2024-11-29,2024-11-29,1,1,5.16384095442518,5.16384095442518,1,2024,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",66,2024-12-23,2024-12-24,2,2,2.84000130279698,2.62021211680373,0,2024,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",67,2025-03-01,2025-03-01,1,1,2.23270711122091,2.23270711122091,0,2025,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",68,2025-04-10,2025-04-10,1,1,3.44883821466494,3.44883821466494,1,2025,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",69,2025-08-04,2025-08-04,1,1,4.4134927525272,4.4134927525272,1,2025,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",70,2025-08-27,2025-08-27,1,1,3.23893286878045,3.23893286878045,1,2025,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",71,2025-09-01,2025-09-01,1,1,3.91148722150283,3.91148722150283,1,2025,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",72,2025-10-02,2025-10-02,1,1,3.28899220483221,3.28899220483221,1,2025,FALSE,FALSE,FALSE,"Unattributed"
"Chapecó",73,2025-11-28,2025-11-28,1,1,4.24107229878361,4.24107229878361,1,2025,FALSE,FALSE,FALSE,"Unattributed"
"Curitibanos",1,2018-01-11,2018-01-11,1,1,4.51938775761707,4.51938775761707,1,2018,FALSE,FALSE,FALSE,"Unattributed"
"Curitibanos",2,2018-04-04,2018-04-04,1,1,4.51092624473476,4.51092624473476,1,2018,FALSE,FALSE,FALSE,"Unattributed"
"Curitibanos",3,2018-04-17,2018-04-17,1,1,4.96637053992061,4.96637053992061,1,2018,FALSE,FALSE,FALSE,"Unattributed"
"Curitibanos",4,2018-04-26,2018-04-26,1,1,4.76168609171175,4.76168609171175,1,2018,FALSE,FALSE,FALSE,"Unattributed"
"Curitibanos",5,2018-04-30,2018-04-30,1,1,4.2697346436776,4.2697346436776,1,2018,FALSE,FALSE,FALSE,"Unattributed"
"Curitibanos",6,2018-06-01,2018-06-01,1,1,2.08045859295467,2.08045859295467,0,2018,FALSE,FALSE,FALSE,"Unattributed"
"Curitibanos",7,2018-08-13,2018-08-13,1,1,5.20330101472645,5.20330101472645,1,2018,FALSE,FALSE,FALSE,"Unattributed"
"Curitibanos",8,2018-08-31,2018-08-31,1,1,3.64972405925977,3.64972405925977,1,2018,FALSE,FALSE,FALSE,"Unattributed"
"Curitibanos",9,2018-10-05,2018-10-05,1,1,3.46138997808531,3.46138997808531,1,2018,FALSE,FALSE,FALSE,"Unattributed"
"Curitibanos",10,2018-11-10,2018-11-10,1,1,3.42362990453443,3.42362990453443,1,2018,FALSE,FALSE,FALSE,"Unattributed"
"Curitibanos",11,2018-11-19,2018-11-19,1,1,5.07676878835424,5.07676878835424,1,2018,FALSE,FALSE,FALSE,"Unattributed"
"Curitibanos",12,2018-11-28,2018-11-28,1,1,4.69590637032876,4.69590637032876,1,2018,FALSE,FALSE,FALSE,"Unattributed"
"Curitibanos",13,2018-12-07,2018-12-07,1,1,3.37917031766697,3.37917031766697,1,2018,FALSE,FALSE,FALSE,"Unattributed"
"Curitibanos",14,2018-12-21,2018-12-24,4,2,2.83054195387484,2.62826994972588,0,2018,FALSE,FALSE,FALSE,"Unattributed"
"Curitibanos",15,2019-01-14,2019-01-14,1,1,2.24362091623042,2.24362091623042,0,2019,FALSE,FALSE,FALSE,"Unattributed"
"Curitibanos",16,2019-02-06,2019-02-08,3,2,4.56858096838036,4.27628779715575,1,2019,FALSE,FALSE,FALSE,"Unattributed"
"Curitibanos",17,2019-03-26,2019-03-26,1,1,4.95950274520261,4.95950274520261,1,2019,FALSE,FALSE,FALSE,"Unattributed"
"Curitibanos",18,2019-03-30,2019-04-01,3,2,5.22859327543036,4.48520815094778,1,2019,FALSE,FALSE,FALSE,"Unattributed"
"Curitibanos",19,2019-04-05,2019-04-06,2,2,4.03498263412965,3.78812529929192,1,2019,FALSE,FALSE,FALSE,"Unattributed"
"Curitibanos",20,2019-04-18,2019-04-18,1,1,2.21365441248888,2.21365441248888,0,2019,FALSE,FALSE,FALSE,"Unattributed"
"Curitibanos",21,2019-04-26,2019-04-26,1,1,4.43899848504696,4.43899848504696,1,2019,FALSE,FALSE,FALSE,"Unattributed"
"Curitibanos",22,2019-06-29,2019-07-01,3,2,4.21173662740926,3.95525478264157,1,2019,FALSE,FALSE,FALSE,"Unattributed"
"Curitibanos",23,2020-01-13,2020-01-13,1,1,2.12585218473277,2.12585218473277,0,2020,FALSE,FALSE,FALSE,"Unattributed"
"Curitibanos",24,2020-03-07,2020-03-07,1,1,3.78065817020643,3.78065817020643,1,2020,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",25,2020-03-17,2020-03-18,2,2,5.3423272552324,4.38980770631233,1,2020,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",26,2020-06-05,2020-06-05,1,1,2.48702822672439,2.48702822672439,0,2020,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",27,2020-08-19,2020-08-19,1,1,2.03070000286006,2.03070000286006,0,2020,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",28,2020-09-04,2020-09-04,1,1,3.84821668322161,3.84821668322161,1,2020,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",29,2020-09-18,2020-09-18,1,1,2.08874121348069,2.08874121348069,0,2020,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",30,2020-09-30,2020-09-30,1,1,2.4473631820216,2.4473631820216,0,2020,FALSE,FALSE,FALSE,"Unattributed"
"Curitibanos",31,2020-10-16,2020-10-16,1,1,3.17032999302479,3.17032999302479,1,2020,FALSE,FALSE,FALSE,"Unattributed"
"Curitibanos",32,2020-10-30,2020-10-30,1,1,2.27394527982597,2.27394527982597,0,2020,FALSE,FALSE,FALSE,"Unattributed"
"Curitibanos",33,2020-11-20,2020-11-20,1,1,2.31823494416951,2.31823494416951,0,2020,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",34,2020-12-15,2020-12-15,1,1,3.13934884546518,3.13934884546518,1,2020,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",35,2020-12-23,2020-12-24,2,2,2.82182329828917,2.78876334176094,0,2020,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",36,2020-12-28,2020-12-28,1,1,2.3305505356825,2.3305505356825,0,2020,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",37,2021-01-08,2021-01-11,4,2,2.77800853574382,2.57036577276105,0,2021,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",38,2021-01-18,2021-01-22,5,3,3.37808190778206,3.08454206680684,1,2021,TRUE,TRUE,FALSE,"Climate"
"Curitibanos",39,2021-01-27,2021-01-29,3,3,4.55143800191001,3.36797325416987,1,2021,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",40,2021-02-04,2021-02-04,1,1,2.61527183900388,2.61527183900388,0,2021,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",41,2021-02-08,2021-02-10,3,2,2.32608219685226,2.25282413640284,0,2021,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",42,2021-02-24,2021-03-26,31,19,3.73051773362721,2.4854391207199,1,2021,TRUE,TRUE,FALSE,"Climate"
"Curitibanos",43,2021-03-30,2021-04-01,3,2,3.80611252485691,3.2869243161071,1,2021,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",44,2021-04-09,2021-04-15,7,4,3.83763055791569,3.22751719550019,1,2021,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",45,2021-04-19,2021-04-19,1,1,2.39025158843149,2.39025158843149,0,2021,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",46,2021-04-23,2021-04-23,1,1,4.89514155209057,4.89514155209057,1,2021,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",47,2021-04-27,2021-05-07,11,7,5.04840024226176,3.20575689940108,1,2021,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",48,2021-05-11,2021-05-14,4,2,4.96298504771031,3.64474731501371,1,2021,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",49,2021-05-18,2021-05-20,3,2,5.55239813700955,4.39273802350821,1,2021,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",50,2021-05-24,2021-06-04,12,6,4.23858211327856,3.11358945232377,1,2021,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",51,2021-06-08,2021-06-10,3,3,2.80902352014772,2.66563807470916,0,2021,TRUE,TRUE,FALSE,"Climate"
"Curitibanos",52,2021-06-15,2021-06-30,16,8,3.94870788007996,2.95210003400227,1,2021,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",53,2021-07-07,2021-07-12,6,5,4.68990345465769,3.58725226498274,1,2021,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",54,2021-07-16,2021-07-16,1,1,4.99264614780102,4.99264614780102,1,2021,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",55,2021-07-22,2021-07-30,9,6,5.01538869770846,2.81230014272019,1,2021,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",56,2021-08-04,2021-08-13,10,5,3.67293854368023,2.62525600665384,1,2021,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",57,2021-08-17,2021-08-17,1,1,4.69229658692702,4.69229658692702,1,2021,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",58,2021-08-25,2021-08-30,6,3,4.26932877255035,3.38177859774978,1,2021,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",59,2021-09-03,2021-09-06,4,2,2.5580889757476,2.3412200546484,0,2021,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",60,2021-09-17,2021-09-17,1,1,4.96008629968935,4.96008629968935,1,2021,FALSE,FALSE,FALSE,"Unattributed"
"Curitibanos",61,2021-09-24,2021-09-24,1,1,2.22809523931948,2.22809523931948,0,2021,FALSE,FALSE,FALSE,"Unattributed"
"Curitibanos",62,2021-09-28,2021-10-02,5,3,5.15890951942632,4.15922120363635,1,2021,FALSE,FALSE,FALSE,"Unattributed"
"Curitibanos",63,2021-10-13,2021-10-15,3,2,4.8395291833185,3.62371084066245,1,2021,FALSE,FALSE,FALSE,"Unattributed"
"Curitibanos",64,2021-10-22,2021-10-22,1,1,4.86115700016848,4.86115700016848,1,2021,FALSE,FALSE,FALSE,"Unattributed"
"Curitibanos",65,2021-10-29,2021-10-29,1,1,2.31135785326473,2.31135785326473,0,2021,FALSE,FALSE,FALSE,"Unattributed"
"Curitibanos",66,2021-11-05,2021-11-06,2,2,3.28893960316189,3.25044101740039,1,2021,FALSE,FALSE,FALSE,"Unattributed"
"Curitibanos",67,2021-11-12,2021-11-12,1,1,3.37460925891375,3.37460925891375,1,2021,FALSE,FALSE,FALSE,"Unattributed"
"Curitibanos",68,2021-11-18,2021-11-19,2,2,3.34926078889365,2.69405028418849,1,2021,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",69,2021-11-24,2021-11-24,1,1,2.97644161851532,2.97644161851532,0,2021,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",70,2021-12-07,2021-12-10,4,2,3.5275722152933,3.10946085869512,1,2021,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",71,2021-12-16,2021-12-23,8,4,4.91334309139504,3.4884147671675,1,2021,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",72,2022-01-21,2022-01-21,1,1,2.534476123869,2.534476123869,0,2022,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",73,2022-01-28,2022-01-31,4,2,5.00079317060829,4.83415255366353,1,2022,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",74,2022-02-07,2022-02-07,1,1,3.70189995251923,3.70189995251923,1,2022,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",75,2022-02-14,2022-02-14,1,1,2.11210860244899,2.11210860244899,0,2022,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",76,2022-02-21,2022-03-01,9,5,3.86399306839982,2.85123933710804,1,2022,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",77,2022-03-11,2022-03-11,1,1,4.16084439402715,4.16084439402715,1,2022,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",78,2022-03-16,2022-03-18,3,3,4.94348202241278,3.6686858714505,1,2022,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",79,2022-03-23,2022-03-23,1,1,2.71885683358729,2.71885683358729,0,2022,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",80,2022-03-31,2022-04-02,3,2,4.11069159703147,3.20044648676717,1,2022,TRUE,FALSE,FALSE,"Pandemic"
"Curitibanos",81,2022-04-11,2022-04-11,1,1,2.76538420047559,2.76538420047559,0,2022,FALSE,FALSE,FALSE,"Unattributed"
"Curitibanos",82,2022-04-28,2022-05-05,8,5,4.98688413038781,3.30994067086978,1,2022,FALSE,TRUE,FALSE,"Climate"
"Curitibanos",83,2022-05-23,2022-05-23,1,1,5.81890631699968,5.81890631699968,1,2022,FALSE,FALSE,FALSE,"Unattributed"
